target,source_0,source_1,source_2,source_3,source_4
0,0.15240000188350677,0.14480000734329224,0.14839999377727509,0.15219999849796295,0.15039999783039093
1,0.13359999656677246,0.13519999384880066,0.1509999930858612,0.1459999978542328,0.13420000672340393
2,0.1420000046491623,0.1485999971628189,0.14000000059604645,0.14239999651908875,0.14640000462532043
3,0.15459999442100525,0.1454000025987625,0.14159999787807465,0.15379999577999115,0.15379999577999115
4,0.13940000534057617,0.1451999992132187,0.14059999585151672,0.1436000019311905,0.1387999951839447
