target,source_0,source_1,source_2,source_3,source_4
0,0.7123500108718872,0.7099999785423279,0.7083500027656555,0.6559000015258789,0.6962500214576721
1,0.680899977684021,0.7140499949455261,0.668150007724762,0.6577500104904175,0.6692500114440918
2,0.6650500297546387,0.6643499732017517,0.6661999821662903,0.6624500155448914,0.6611999869346619
3,0.6766999959945679,0.6864500045776367,0.6715499758720398,0.6668999791145325,0.6746500134468079
4,0.7032999992370605,0.6710500121116638,0.6960999965667725,0.685699999332428,0.6736999750137329
