method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,453,453,0,1,0.0,0,0.0,0,-0.06267577,0.0015686196,0.0,0.0
last_flow,simple,453,453,1,2,0.0,0,0.0,0,-0.31494388,0.00508597,0.0,0.0
last_flow,simple,453,453,2,3,0.0,0,0.0,0,-0.3312847,0.0052116252,0.0,0.0
last_flow,simple,453,453,3,4,0.0,0,0.0,0,0.18603739,0.0035388002,0.0,0.0
last_flow,simple,453,453,4,5,0.0,0,0.0,0,-0.17887957,0.006165617,0.0,0.0
last_flow,simple,453,453,5,6,0.0,0,0.0,0,0.15923612,0.0051646214,0.0,0.0
last_flow,simple,453,453,6,7,0.0,0,0.0,0,0.16444974,0.0013298569,0.0,0.0
last_flow,simple,453,453,7,8,1.873057,1,1.0,1,1.7583216,0.0033051406,1.7583216,0.0033051406
last_flow,simple,453,453,8,9,0.0,0,0.0,0,-0.12940466,0.0051010824,0.0,0.0
last_flow,simple,453,453,9,10,0.0,0,0.0,0,-0.12482265,0.0019258122,0.0,0.0
last_flow,simple,453,453,10,11,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,453,453,11,12,0.0,0,0.0,0,-2.8617577e-29,0.0,0.0,0.0
last_flow,simple,453,453,12,13,0.0,0,0.0,0,-0.08898551,0.0012809678,0.0,0.0
last_flow,simple,453,453,13,14,0.0,0,0.0,0,0.08179233,0.0024428817,0.0,0.0
last_flow,simple,453,453,14,15,0.0,0,0.0,0,-0.23362899,0.0026649125,0.0,0.0
last_flow,simple,453,453,15,16,0.0,0,0.0,0,9.764764e-20,2.7269103e-18,0.0,0.0
last_flow,simple,453,453,16,17,0.0,0,0.0,0,0.32178825,0.0058889436,0.0,0.0
last_flow,simple,453,453,17,18,0.0,0,0.0,0,-0.2506709,0.0052772965,0.0,0.0
last_flow,simple,453,453,18,19,0.0,0,0.0,0,-1.2157569e-12,1.2435521e-11,0.0,0.0
last_flow,simple,453,453,19,20,0.0,0,0.0,0,-0.08456722,0.002975854,0.0,0.0
last_flow,simple,453,453,20,21,0.0,0,0.0,0,0.32658505,0.003003245,0.0,0.0
last_flow,simple,453,453,21,22,0.0,0,0.0,0,1.0694518e-07,1.3248734e-07,0.0,0.0
last_flow,simple,453,453,22,23,0.0,0,0.0,0,-0.23528962,0.0039596525,0.0,0.0
last_flow,simple,453,453,23,24,0.0,0,0.0,0,-1.248908e-28,0.0,0.0,0.0
last_flow,simple,453,453,24,25,0.0,0,0.0,0,0.15496254,0.0033130369,0.0,0.0
last_flow,simple,453,453,25,26,0.0,0,0.0,0,0.0060016047,0.0009418467,0.0,0.0
