variable,mean,sd,rhat,ess,mcse,quantity
edge_W1_0_0,0.7507,0.432618617194658,1.0567027200056665,81.2184343815392,0.04800405206073941,active_indicator
edge_W1_0_1,0.5907,0.49171699104250494,1.0133031681429552,311.1577779698755,0.027875642404968124,active_indicator
edge_W1_0_2,0.57605,0.49419490985896547,1.0122778189601038,384.88286713229184,0.025190337044116422,active_indicator
edge_W1_0_3,0.65475,0.47546160800537873,1.0181874178221084,324.2133777978325,0.026405840116580485,active_indicator
edge_W1_0_4,0.5956,0.49078781936208776,1.0126073604037744,429.32126737973863,0.023686591718436886,active_indicator
edge_W1_0_5,0.61755,0.48599774401777196,1.0096723129001437,514.8865861166173,0.021417977818094305,active_indicator
edge_W1_1_0,0.73385,0.44195468511738845,1.0349245043133637,123.47632255151979,0.039772775506550784,active_indicator
edge_W1_1_1,0.5697,0.49513045524234744,1.01459497272559,295.61786742014726,0.02879746774839063,active_indicator
edge_W1_1_2,0.5751,0.49434017499141836,1.01296394238063,324.8840501378776,0.027425952005496274,active_indicator
edge_W1_1_3,0.6878,0.46340252167517754,1.045835310588551,88.53991338932816,0.049248028143341255,active_indicator
edge_W1_1_4,0.58895,0.4920365865462132,1.0168127237723408,300.12018284948937,0.0284020570721024,active_indicator
edge_W1_1_5,0.5977,0.4903740749027247,1.0095456112684231,458.3605335366464,0.022904662334561687,active_indicator
edge_W1_2_0,0.6035,0.4891827010287657,1.0356405646793423,88.3111842345255,0.05205509415840962,active_indicator
edge_W1_2_1,0.52445,0.4994143252184508,1.0153137173208813,420.890153371393,0.02434314089248123,active_indicator
edge_W1_2_2,0.5151,0.49978443275476275,1.0136198502181455,396.9893649967205,0.02508379763143822,active_indicator
edge_W1_2_3,0.865,0.3417321159065202,1.049246751129509,67.16727453939184,0.041697203819330786,active_indicator
edge_W1_2_4,0.5905,0.49175384196976574,1.0096060479326618,564.012377742798,0.02070634492220849,active_indicator
edge_W1_2_5,0.53165,0.49900974743622867,1.0162685477309026,366.24082585109744,0.026075080129662583,active_indicator
edge_W1_3_0,0.68765,0.4634632859363103,1.0113995556402555,273.34178777906766,0.028032531649183092,active_indicator
edge_W1_3_1,0.5961,0.49069015563937946,1.0058916730704799,672.3151104733089,0.018924347272735342,active_indicator
edge_W1_3_2,0.5939,0.4911159229168519,1.00688065168262,773.7593068427441,0.01765554272345791,active_indicator
edge_W1_3_3,0.69405,0.46082015500715817,1.038506703279823,84.63880544352745,0.05008950075070982,active_indicator
edge_W1_3_4,0.61535,0.4865246271368661,1.0038258677867706,1077.9560287347947,0.014818502085454288,active_indicator
edge_W1_3_5,0.6141,0.48681930903774984,1.0038692684388542,805.0436505000857,0.017157660932575838,active_indicator
edge_W1_4_0,0.73635,0.44062272401600683,1.0404085174666773,81.63828057269241,0.04876631801190065,active_indicator
edge_W1_4_1,0.5926,0.491362709070991,1.0217432729696432,251.69749139519715,0.030971536409736225,active_indicator
edge_W1_4_2,0.58845,0.49212671837174343,1.022702241924793,289.3602853843882,0.028930602764452657,active_indicator
