method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,413,413,0,1,0.0,0,0.0,0,-0.030534495,0.0026712362,0.0,0.0
last_flow,simple,413,413,1,2,0.79612106,1,1.0,1,0.770693,0.0024955878,0.770693,0.0024955878
last_flow,simple,413,413,2,3,0.0,0,0.0,0,0.18703593,0.0025282796,0.0,0.0
last_flow,simple,413,413,3,4,0.0,0,0.0,0,-1.18646e-18,4.1169924e-17,0.0,0.0
last_flow,simple,413,413,4,5,0.0,0,0.0,0,-0.013964314,0.0007593645,0.0,0.0
last_flow,simple,413,413,5,6,0.0,0,0.0,0,0.14657536,0.0017373324,0.0,0.0
last_flow,simple,413,413,6,7,0.0,0,0.0,0,0.30568716,0.0031899342,0.0,0.0
last_flow,simple,413,413,7,8,0.0,0,0.0,0,-6.628747e-33,0.0,0.0,0.0
last_flow,simple,413,413,8,9,0.0,0,0.0,0,1.1384871e-13,2.8183597e-12,0.0,0.0
last_flow,simple,413,413,9,10,0.0,0,0.0,0,0.039091483,0.001309305,0.0,0.0
last_flow,simple,413,413,10,11,0.0,0,0.0,0,0.09971084,0.0015551986,0.0,0.0
last_flow,simple,413,413,11,12,0.0,0,0.0,0,0.17170505,0.0016693523,0.0,0.0
last_flow,simple,413,413,12,13,0.0,0,0.0,0,-0.030908175,0.0028257638,0.0,0.0
last_flow,simple,413,413,13,14,0.0,0,0.0,0,-0.23563299,0.0025373877,0.0,0.0
last_flow,simple,413,413,14,15,0.0,0,0.0,0,-1.1795467e-10,2.5610622e-10,0.0,0.0
last_flow,simple,413,413,15,16,0.0,0,0.0,0,-0.09032066,0.0023325565,0.0,0.0
last_flow,simple,413,413,16,17,0.0,0,0.0,0,-3.7084082e-16,1.8652431e-14,0.0,0.0
last_flow,simple,413,413,17,18,0.0,0,0.0,0,0.30384412,0.0026212325,0.0,0.0
last_flow,simple,413,413,18,19,0.0,0,0.0,0,-0.2536053,0.0026403961,0.0,0.0
last_flow,simple,413,413,19,20,0.0,0,0.0,0,9.714e-42,0.0,0.0,0.0
last_flow,simple,413,413,20,21,0.0,0,0.0,0,0.1984259,0.0030006387,0.0,0.0
last_flow,simple,413,413,21,22,0.0,0,0.0,0,-1.4782877e-28,0.0,0.0,0.0
last_flow,simple,413,413,22,23,0.0,0,0.0,0,7.271621e-27,0.0,0.0,0.0
last_flow,simple,413,413,23,24,0.0,0,0.0,0,0.11320934,0.0025030193,0.0,0.0
last_flow,simple,413,413,24,25,0.54097116,1,0.0,0,0.49477535,0.0039047434,0.0,0.0
last_flow,simple,413,413,25,26,0.0,0,0.0,0,-0.024178645,0.0012686264,0.0,0.0
last_flow,simple,413,413,26,27,0.0,0,0.0,0,-0.20087235,0.0018935853,0.0,0.0
last_flow,simple,413,413,27,28,0.0,0,0.0,0,-0.31065345,0.0026364713,0.0,0.0
last_flow,simple,413,413,28,29,0.0,0,0.0,0,0.11774623,0.0026790223,0.0,0.0
last_flow,simple,413,413,29,30,0.0,0,0.0,0,0.23907149,0.001915817,0.0,0.0
last_flow,simple,413,413,30,31,0.0,0,0.0,0,-0.08145492,0.0013932891,0.0,0.0
last_flow,simple,413,413,31,32,0.0,0,0.0,0,-0.04934858,0.0016012337,0.0,0.0
last_flow,simple,413,413,32,33,0.0,0,0.0,0,3.65155e-40,0.0,0.0,0.0
last_flow,simple,413,413,33,34,0.0,0,0.0,0,-0.122716196,0.0016249119,0.0,0.0
last_flow,simple,413,413,34,35,1.3751165,1,1.0,1,1.0978403,0.0034190547,1.0978403,0.0034190547
last_flow,simple,413,413,35,36,0.0,0,0.0,0,1.0824172e-15,6.018701e-14,0.0,0.0
last_flow,simple,413,413,36,37,0.0,0,0.0,0,-0.18744855,0.002724674,0.0,0.0
last_flow,simple,413,413,37,38,0.0,0,0.0,0,-0.098525815,0.002406074,0.0,0.0
last_flow,simple,413,413,38,39,0.0,0,0.0,0,-8.856806e-14,7.15545e-13,0.0,0.0
last_flow,simple,413,413,39,40,0.0,0,0.0,0,-0.24182187,0.0031057175,0.0,0.0
last_flow,simple,413,413,40,41,0.0,0,0.0,0,-0.1888848,0.003510116,0.0,0.0
last_flow,simple,413,413,41,42,0.0,0,0.0,0,-0.14278148,0.0018812476,0.0,0.0
last_flow,simple,413,413,42,43,0.0,0,0.0,0,-1.0104836e-35,0.0,0.0,0.0
last_flow,simple,413,413,43,44,0.0,0,0.0,0,2.46128e-39,0.0,0.0,0.0
last_flow,simple,413,413,44,45,0.0,0,0.0,0,0.062378798,0.0011663897,0.0,0.0
last_flow,simple,413,413,45,46,0.0,0,0.0,0,-3.871484e-19,2.4485107e-17,0.0,0.0
last_flow,simple,413,413,46,47,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,413,413,47,48,0.0,0,0.0,0,-0.16236451,0.0027642134,0.0,0.0
last_flow,simple,413,413,48,49,0.0,0,0.0,0,9.1198355e-24,5.762879e-22,0.0,0.0
last_flow,simple,413,413,49,50,0.0,0,0.0,0,0.0,0.0,0.0,0.0
