"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",495,495,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,8.923625,0.01784725,8,"142;184;194;234;258;301;312;317;461;487","142;194;234;258;301;312;317;487",1,0.8,0.888888888888889,0,8,0,2,490,8,0.999795918367347,0.990909090909091
