method,mode,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,pip_hard,softgate,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,lasso_recovery,simple,436,436,0,1,-1.3970771,1,1.0,1.0,0.99120057,1,-1.4110485,0.11342798,-1.4236337,0.10742388
last_flow,lasso_recovery,simple,436,436,1,2,0.0,0,0.0,0.0,0.032434087,0,-0.017141419,0.019517662,0.0,0.0
last_flow,lasso_recovery,simple,436,436,2,3,0.0,0,0.0,0.0,0.031626336,0,0.01260135,0.019487329,0.0,0.0
last_flow,lasso_recovery,simple,436,436,3,4,0.0,0,0.0,0.0,0.044017162,0,-0.014027786,0.021376682,0.0,0.0
last_flow,lasso_recovery,simple,436,436,4,5,0.0,0,0.0,0.0,0.06405088,0,0.05818598,0.04438473,0.0,0.0
last_flow,lasso_recovery,simple,436,436,5,6,0.0,0,0.0,0.0,0.026666136,0,0.005468733,0.016504753,0.0,0.0
last_flow,lasso_recovery,simple,436,436,6,7,0.0,0,0.001,0.001,0.017797714,0,-0.001823849,0.014984005,-4.8205362e-05,0.009699705
last_flow,lasso_recovery,simple,436,436,7,8,0.0,0,0.0,0.0,0.13649446,0,-0.22407919,0.09273648,0.0,0.0
last_flow,lasso_recovery,simple,436,436,8,9,0.0,0,0.0005,0.0005,0.021744136,0,0.007487444,0.01983351,8.9856505e-05,0.0048938654
last_flow,lasso_recovery,simple,436,436,9,10,0.0,0,0.0005,0.0005,0.016355136,0,-0.007059593,0.023596015,-0.00027915178,0.012975112
last_flow,lasso_recovery,simple,436,436,10,11,0.0,0,0.0,0.0,0.03313013,0,0.008740927,0.015635617,0.0,0.0
last_flow,lasso_recovery,simple,436,436,11,12,0.0,0,0.0,0.0,0.054623287,0,0.053573877,0.03929576,0.0,0.0
last_flow,lasso_recovery,simple,436,436,12,13,0.0,0,0.0,0.0,0.036146007,0,-0.01392897,0.020677257,0.0,0.0
last_flow,lasso_recovery,simple,436,436,13,14,0.0,0,0.0,0.0,0.034156747,0,-0.006499335,0.018871354,0.0,0.0
last_flow,lasso_recovery,simple,436,436,14,15,0.0,0,0.00075,0.00075,0.017591188,0,0.0013933571,0.019337393,0.00057025155,0.02158163
last_flow,lasso_recovery,simple,436,436,15,16,0.0,0,0.0,0.0,0.02085312,0,0.0067634615,0.017692968,0.0,0.0
last_flow,lasso_recovery,simple,436,436,16,17,0.0,0,0.0,0.0,0.07169972,0,0.08904669,0.05246724,0.0,0.0
last_flow,lasso_recovery,simple,436,436,17,18,0.0,0,0.0,0.0,0.06957969,0,-0.087605916,0.056707073,0.0,0.0
last_flow,lasso_recovery,simple,436,436,18,19,0.0,0,0.0,0.0,0.05500113,0,-0.0405887,0.027244464,0.0,0.0
last_flow,lasso_recovery,simple,436,436,19,20,0.0,0,0.0,0.0,0.0325716,0,0.015105897,0.025518078,0.0,0.0
last_flow,lasso_recovery,simple,436,436,20,21,-1.6553452,1,0.9995,0.9995,0.99312925,1,-1.4973559,0.11503463,-1.5068351,0.11214895
last_flow,lasso_recovery,simple,436,436,21,22,0.0,0,0.0,0.0,0.041700408,0,0.013290261,0.023325276,0.0,0.0
last_flow,lasso_recovery,simple,436,436,22,23,0.0,0,0.0,0.0,0.13244441,0,-0.2024571,0.080551006,0.0,0.0
last_flow,lasso_recovery,simple,436,436,23,24,0.0,0,0.0,0.0,0.033431824,0,0.024054665,0.025733227,0.0,0.0
last_flow,lasso_recovery,simple,436,436,24,25,0.0,0,0.0,0.0,0.036416717,0,-0.01697517,0.02513395,0.0,0.0
last_flow,lasso_recovery,simple,436,436,25,26,0.0,0,0.0,0.0,0.05480521,0,-0.02996331,0.037774093,0.0,0.0
last_flow,lasso_recovery,simple,436,436,26,27,1.8221354,1,0.99975,0.99975,0.9965237,1,1.8397217,0.12504125,1.8456388,0.12291647
last_flow,lasso_recovery,simple,436,436,27,28,0.0,0,0.0,0.0,0.012804655,0,-0.0040950407,0.016358478,0.0,0.0
last_flow,lasso_recovery,simple,436,436,28,29,0.0,0,0.0,0.0,0.071771726,0,-0.07217508,0.042340085,0.0,0.0
last_flow,lasso_recovery,simple,436,436,29,30,0.0,0,0.0005,0.0005,0.018340638,0,-0.0036005522,0.015583365,-0.00023439928,0.011464839
last_flow,lasso_recovery,simple,436,436,30,31,0.0,0,0.0,0.0,0.18685444,0,-0.32108155,0.10369046,0.0,0.0
last_flow,lasso_recovery,simple,436,436,31,32,0.0,0,0.0,0.0,0.035140347,0,-0.013911023,0.019741597,0.0,0.0
last_flow,lasso_recovery,simple,436,436,32,33,0.0,0,0.0,0.0,0.021454204,0,0.00196561,0.013547708,0.0,0.0
last_flow,lasso_recovery,simple,436,436,33,34,0.0,0,0.0,0.0,0.12910019,0,-0.16050315,0.073955834,0.0,0.0
last_flow,lasso_recovery,simple,436,436,34,35,0.0,0,0.0,0.0,0.06670206,0,-0.048617005,0.042716596,0.0,0.0
last_flow,lasso_recovery,simple,436,436,35,36,0.0,0,0.0,0.0,0.15229891,0,0.26479807,0.09383546,0.0,0.0
last_flow,lasso_recovery,simple,436,436,36,37,0.0,0,0.0,0.0,0.037789773,0,-0.023385696,0.017789014,0.0,0.0
last_flow,lasso_recovery,simple,436,436,37,38,0.0,0,0.0,0.0,0.10188162,0,0.13395251,0.07441259,0.0,0.0
last_flow,lasso_recovery,simple,436,436,38,39,0.0,0,0.0,0.0,0.091947146,0,0.09112148,0.05141345,0.0,0.0
last_flow,lasso_recovery,simple,436,436,39,40,0.0,0,0.0,0.0,0.030179834,0,0.020564709,0.017944947,0.0,0.0
last_flow,lasso_recovery,simple,436,436,40,41,0.0,0,0.0,0.0,0.040958688,0,0.029854689,0.034825932,0.0,0.0
last_flow,lasso_recovery,simple,436,436,41,42,0.0,0,0.0,0.0,0.09338138,0,-0.10031043,0.06495848,0.0,0.0
last_flow,lasso_recovery,simple,436,436,42,43,0.0,0,0.0,0.0,0.028664589,0,0.0015029067,0.018612117,0.0,0.0
last_flow,lasso_recovery,simple,436,436,43,44,0.0,0,0.0,0.0,0.060047068,0,0.051648557,0.03800016,0.0,0.0
last_flow,lasso_recovery,simple,436,436,44,45,0.0,0,0.0,0.0,0.059984047,0,0.059293885,0.036233068,0.0,0.0
last_flow,lasso_recovery,simple,436,436,45,46,0.0,0,0.0,0.0,0.032125432,0,0.0030243245,0.016666347,0.0,0.0
last_flow,lasso_recovery,simple,436,436,46,47,-1.8868228,1,1.0,1.0,0.9954847,1,-1.650347,0.1080082,-1.657799,0.10191331
last_flow,lasso_recovery,simple,436,436,47,48,0.0,0,0.0,0.0,0.105381325,0,-0.15834408,0.072916515,0.0,0.0
last_flow,lasso_recovery,simple,436,436,48,49,0.0,0,0.0,0.0,0.028971719,0,0.005707555,0.0178451,0.0,0.0
last_flow,lasso_recovery,simple,436,436,49,50,0.0,0,0.0,0.0,0.08166175,0,0.099610925,0.062936194,0.0,0.0
last_flow,lasso_recovery,simple,436,436,50,51,0.0,0,0.0,0.0,0.03350083,0,-0.009695189,0.014634924,0.0,0.0
last_flow,lasso_recovery,simple,436,436,51,52,0.0,0,0.0,0.0,0.024172738,0,0.0010626442,0.016265813,0.0,0.0
last_flow,lasso_recovery,simple,436,436,52,53,0.0,0,0.0,0.0,0.03541574,0,-0.022635179,0.021183545,0.0,0.0
last_flow,lasso_recovery,simple,436,436,53,54,0.0,0,0.0,0.0,0.043140255,0,-0.030094355,0.033016406,0.0,0.0
last_flow,lasso_recovery,simple,436,436,54,55,0.0,0,0.0,0.0,0.045506373,0,-0.044496067,0.03747244,0.0,0.0
last_flow,lasso_recovery,simple,436,436,55,56,0.0,0,0.0,0.0,0.030280612,0,0.018098572,0.022412036,0.0,0.0
last_flow,lasso_recovery,simple,436,436,56,57,0.0,0,0.0,0.0,0.08117881,0,-0.12746245,0.06849995,0.0,0.0
last_flow,lasso_recovery,simple,436,436,57,58,0.0,0,0.0,0.0,0.021277105,0,0.003696203,0.013361646,0.0,0.0
last_flow,lasso_recovery,simple,436,436,58,59,-1.24215,1,0.99975,0.99975,0.8323437,1,-1.0422639,0.13087258,-1.2524424,0.13213795
last_flow,lasso_recovery,simple,436,436,59,60,0.0,0,0.0,0.0,0.07917167,0,0.09381304,0.053738233,0.0,0.0
last_flow,lasso_recovery,simple,436,436,60,61,0.0,0,0.0,0.0,0.024147702,0,-0.0063177943,0.01587373,0.0,0.0
last_flow,lasso_recovery,simple,436,436,61,62,0.0,0,0.0,0.0,0.022666432,0,0.0092030205,0.0149760125,0.0,0.0
last_flow,lasso_recovery,simple,436,436,62,63,0.0,0,0.0,0.0,0.056977183,0,-0.123826765,0.060345985,0.0,0.0
last_flow,lasso_recovery,simple,436,436,63,64,0.0,0,0.0,0.0,0.02883535,0,0.0037798276,0.015359408,0.0,0.0
last_flow,lasso_recovery,simple,436,436,64,65,0.0,0,0.0,0.0,0.02468628,0,-0.0016796048,0.013535902,0.0,0.0
last_flow,lasso_recovery,simple,436,436,65,66,0.0,0,0.0005,0.0005,0.023463514,0,0.00836029,0.020710854,0.00016785822,0.007618581
last_flow,lasso_recovery,simple,436,436,66,67,0.0,0,0.0,0.0,0.056237455,0,-0.075407244,0.059432004,0.0,0.0
last_flow,lasso_recovery,simple,436,436,67,68,0.0,0,0.0,0.0,0.038610753,0,0.019704316,0.022700824,0.0,0.0
last_flow,lasso_recovery,simple,436,436,68,69,0.0,0,0.0,0.0,0.18710205,0,-0.25997087,0.10284107,0.0,0.0
last_flow,lasso_recovery,simple,436,436,69,70,0.0,0,0.0,0.0,0.066419326,0,0.078404546,0.049003195,0.0,0.0
