"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",423,423,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,12.373,0.12373,8,"7;13;29;30;31;49;60;63;73;75","7;29;30;31;49;60;73;75",1,0.8,0.888888888888889,0,8,0,2,90,8,0.932222222222222,0.847727272727273
