stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.9807729721069336,8,13,1.8403806142218364
1,0.8,32,775,3.699227809906006,6,49,0.8519922074854449
