method,epoch,group_id,selection_type,block,layer,unit,global_unit,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
RaT,2500,0,unit,0,0,0,0,group,1.0,1.6434273719787598,1.2737468481063843,0.14491532742977142,1.3445069789886475,1.313388705253601
RaT,2500,1,unit,0,0,1,1,group,1.0,2.0114243030548096,1.4004992246627808,0.2236877977848053,1.2925920486450195,1.2381848096847534
RaT,2500,2,unit,0,0,2,2,group,0.2515999972820282,0.03596719354391098,-0.3199809193611145,0.486623615026474,1.1336166858673096,1.0511330366134644
RaT,2500,3,unit,0,0,3,3,group,0.2687999904155731,0.0618501640856266,-0.33485814929008484,0.5718297362327576,1.121886968612671,1.0444716215133667
RaT,2500,4,unit,0,0,4,4,group,0.3336000144481659,0.07720359414815903,-0.25487789511680603,0.5841323137283325,1.1377754211425781,1.0512504577636719
MCMC,,0,unit,0,0,0,0,group,0.576200008392334,0.8522920608520508,0.2369290590286255,1.119364619255066,1.2551326751708984,1.1870533227920532
MCMC,,1,unit,0,0,1,1,group,0.6603999733924866,2.0153684616088867,0.6653909087181091,1.3861757516860962,1.0923922061920166,1.0054311752319336
MCMC,,2,unit,0,0,2,2,group,0.8560000061988831,2.4693188667297363,1.1961575746536255,1.0757185220718384,1.1805496215820312,1.0538100004196167
MCMC,,3,unit,0,0,3,3,group,0.8190000057220459,2.072280168533325,1.0568196773529053,1.0666048526763916,1.2689552307128906,1.1710628271102905
MCMC,,4,unit,0,0,4,4,group,0.8091999888420105,1.923408031463623,0.9754078388214111,1.0757859945297241,1.1584548950195312,1.04928457736969
