method,epoch,group_id,selection_type,block,layer,unit,global_unit,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
RaT,1,0,unit,0,0,0,0,group,0.453000009059906,0.1772168129682541,-0.10746302455663681,0.6926653385162354,0.6347013115882874,0.5856153964996338
RaT,1,1,unit,0,0,1,1,group,0.46700000762939453,0.21305465698242188,-0.06489437818527222,0.7044398188591003,0.6541165709495544,0.615764319896698
RaT,1,2,unit,0,0,2,2,group,0.46299999952316284,0.2277059406042099,-0.06179278716444969,0.7120460271835327,0.6404666900634766,0.6056438088417053
RaT,1,3,unit,0,0,3,3,group,0.4230000078678131,0.18914923071861267,-0.1274067461490631,0.6997368931770325,0.626879096031189,0.5913293361663818
RaT,1,4,unit,0,0,4,4,group,0.4300000071525574,0.18195515871047974,-0.09917069971561432,0.6800958514213562,0.6099367141723633,0.5835471153259277
RaT,250,0,unit,0,0,0,0,group,0.12099999934434891,0.08008450269699097,-1.5022834539413452,1.3150248527526855,0.8785057663917542,0.8519791960716248
RaT,250,1,unit,0,0,1,1,group,0.4339999854564667,0.5479053258895874,-0.29022783041000366,1.3254947662353516,0.6340341567993164,0.596412181854248
RaT,250,2,unit,0,0,2,2,group,0.20900000631809235,0.16498245298862457,-0.9875622987747192,1.2487225532531738,0.793863832950592,0.7566637992858887
RaT,250,3,unit,0,0,3,3,group,0.335999995470047,0.291535347700119,-0.48242613673210144,1.1447584629058838,0.6834110021591187,0.657351553440094
RaT,250,4,unit,0,0,4,4,group,0.22200000286102295,0.14578931033611298,-0.8417229652404785,1.0679374933242798,0.8186993598937988,0.7645128965377808
RaT,500,0,unit,0,0,0,0,group,0.17299999296665192,0.08564350754022598,-1.0051912069320679,1.0669982433319092,1.3812249898910522,1.3888843059539795
RaT,500,1,unit,0,0,1,1,group,0.5350000262260437,0.38720083236694336,0.04380190372467041,0.867868185043335,1.083663821220398,1.08854341506958
RaT,500,2,unit,0,0,2,2,group,0.19300000369548798,0.06564244627952576,-0.7739322781562805,0.8833307027816772,1.1613918542861938,1.1405540704727173
RaT,500,3,unit,0,0,3,3,group,0.23000000417232513,0.08846748620271683,-0.7393519282341003,0.9549738764762878,0.6124227046966553,0.5549489259719849
RaT,500,4,unit,0,0,4,4,group,0.19900000095367432,0.08944999426603317,-0.8459309339523315,0.9703538417816162,1.1404796838760376,1.1455786228179932
RaT,750,0,unit,0,0,0,0,group,0.2759999930858612,0.18328432738780975,-0.6479722857475281,1.0661985874176025,1.4052276611328125,1.4094022512435913
RaT,750,1,unit,0,0,1,1,group,0.4339999854564667,0.3262574076652527,-0.2657162547111511,1.0624382495880127,1.3605533838272095,1.380263090133667
RaT,750,2,unit,0,0,2,2,group,0.28600001335144043,0.21992316842079163,-0.627604603767395,1.1040364503860474,1.2103458642959595,1.1794801950454712
RaT,750,3,unit,0,0,3,3,group,0.25600001215934753,0.17994946241378784,-0.7225806713104248,1.13075590133667,0.8736760020256042,0.8169788122177124
RaT,750,4,unit,0,0,4,4,group,0.2770000100135803,0.22772474586963654,-0.6214812397956848,1.1031299829483032,1.1080710887908936,1.0607060194015503
RaT,1000,0,unit,0,0,0,0,group,0.33399999141693115,0.29266855120658875,-0.4921293258666992,1.1264605522155762,1.500704288482666,1.4967246055603027
RaT,1000,1,unit,0,0,1,1,group,0.38999998569488525,0.3474324345588684,-0.3430212140083313,1.1415890455245972,1.4849028587341309,1.4764626026153564
RaT,1000,2,unit,0,0,2,2,group,0.3440000116825104,0.3275265395641327,-0.4349448084831238,1.143263339996338,1.1611957550048828,1.1330592632293701
RaT,1000,3,unit,0,0,3,3,group,0.36399999260902405,0.2978630065917969,-0.45628058910369873,1.1578909158706665,0.945793092250824,0.870158851146698
RaT,1000,4,unit,0,0,4,4,group,0.35499998927116394,0.29447200894355774,-0.4730270802974701,1.1332972049713135,1.0140000581741333,0.9587693810462952
RaT,1250,0,unit,0,0,0,0,group,1.0,2.0643396377563477,1.432178020477295,0.11497434973716736,1.2265450954437256,1.2239404916763306
RaT,1250,1,unit,0,0,1,1,group,1.0,2.0006861686706543,1.4034836292266846,0.1759275496006012,1.3736636638641357,1.3706101179122925
RaT,1250,2,unit,0,0,2,2,group,1.0,1.4634885787963867,1.155191421508789,0.35937485098838806,1.0209920406341553,0.9987343549728394
RaT,1250,3,unit,0,0,3,3,group,0.890999972820282,0.7554101347923279,0.6854984164237976,0.5486103892326355,0.9765669107437134,0.9047190546989441
RaT,1250,4,unit,0,0,4,4,group,0.8759999871253967,0.5642455220222473,0.5818124413490295,0.49142253398895264,0.9740654826164246,0.904658317565918
RaT,1500,0,unit,0,0,0,0,group,1.0,1.80266273021698,1.3381059169769287,0.11021479219198227,1.3801782131195068,1.375862717628479
RaT,1500,1,unit,0,0,1,1,group,1.0,1.868759274482727,1.3542488813400269,0.18655800819396973,1.387295126914978,1.3776267766952515
RaT,1500,2,unit,0,0,2,2,group,0.9800000190734863,0.642646074295044,0.7203880548477173,0.3532427251338959,1.0493056774139404,1.0134634971618652
RaT,1500,3,unit,0,0,3,3,group,0.5070000290870667,0.18470917642116547,0.022468524053692818,0.5847215056419373,1.05785071849823,0.9473050832748413
RaT,1500,4,unit,0,0,4,4,group,0.5849999785423279,0.18492254614830017,0.0973539724946022,0.5354817509651184,1.0585813522338867,0.9632823467254639
