method,epoch,block,layer,unit,global_unit,group_id,posterior_rank,unit_pip,gate_mean,margin_mean,margin_sd,input_slab_norm_mean,output_slab_norm_mean,slab_strength_mean,effective_strength_mean
RaT,1,0,0,1,1,1,1,0.46700000762939453,0.21305465698242188,-0.06489437818527222,0.7044398188591003,0.6541165709495544,0.41534000635147095,0.27347737550735474,0.06031340733170509
RaT,1,0,0,2,2,2,2,0.46299999952316284,0.2277059406042099,-0.06179278716444969,0.7120460271835327,0.6404666900634766,0.39929696917533875,0.2539757788181305,0.05931827425956726
RaT,1,0,0,0,0,0,3,0.453000009059906,0.1772168129682541,-0.10746302455663681,0.6926653385162354,0.6347013115882874,0.3962300419807434,0.25352469086647034,0.04548472538590431
RaT,1,0,0,4,4,4,4,0.4300000071525574,0.18195515871047974,-0.09917069971561432,0.6800958514213562,0.6099367141723633,0.38361114263534546,0.23328420519828796,0.045815665274858475
RaT,1,0,0,3,3,3,5,0.4230000078678131,0.18914923071861267,-0.1274067461490631,0.6997368931770325,0.626879096031189,0.3984157145023346,0.24957820773124695,0.054049134254455566
RaT,250,0,0,1,1,1,1,0.4339999854564667,0.5479053258895874,-0.29022783041000366,1.3254947662353516,0.6340341567993164,0.6444936990737915,0.41117754578590393,0.2770310342311859
RaT,250,0,0,3,3,3,2,0.335999995470047,0.291535347700119,-0.48242613673210144,1.1447584629058838,0.6834110021591187,0.551443338394165,0.3815765380859375,0.11874239146709442
RaT,250,0,0,4,4,4,3,0.22200000286102295,0.14578931033611298,-0.8417229652404785,1.0679374933242798,0.8186993598937988,0.562315046787262,0.4663555324077606,0.10157763212919235
RaT,250,0,0,2,2,2,4,0.20900000631809235,0.16498245298862457,-0.9875622987747192,1.2487225532531738,0.793863832950592,0.6622074246406555,0.5295907258987427,0.08899231255054474
RaT,250,0,0,0,0,0,5,0.12099999934434891,0.08008450269699097,-1.5022834539413452,1.3150248527526855,0.8785057663917542,0.7179176211357117,0.6364837288856506,0.050096068531274796
RaT,500,0,0,1,1,1,1,0.5350000262260437,0.38720083236694336,0.04380190372467041,0.867868185043335,1.083663821220398,0.9342445135116577,1.0169066190719604,0.3889991343021393
RaT,500,0,0,3,3,3,2,0.23000000417232513,0.08846748620271683,-0.7393519282341003,0.9549738764762878,0.6124227046966553,0.3111097812652588,0.1918652206659317,0.020397910848259926
RaT,500,0,0,4,4,4,3,0.19900000095367432,0.08944999426603317,-0.8459309339523315,0.9703538417816162,1.1404796838760376,0.5258689522743225,0.5973036289215088,0.05396898090839386
RaT,500,0,0,2,2,2,4,0.19300000369548798,0.06564244627952576,-0.7739322781562805,0.8833307027816772,1.1613918542861938,0.663685142993927,0.7628629803657532,0.056724291294813156
RaT,500,0,0,0,0,0,5,0.17299999296665192,0.08564350754022598,-1.0051912069320679,1.0669982433319092,1.3812249898910522,0.8699482083320618,1.2001067399978638,0.09750059992074966
RaT,750,0,0,1,1,1,1,0.4339999854564667,0.3262574076652527,-0.2657162547111511,1.0624382495880127,1.3605533838272095,1.1077841520309448,1.5057510137557983,0.5114190578460693
RaT,750,0,0,2,2,2,2,0.28600001335144043,0.21992316842079163,-0.627604603767395,1.1040364503860474,1.2103458642959595,0.6067395806312561,0.7219076156616211,0.15869063138961792
RaT,750,0,0,4,4,4,3,0.2770000100135803,0.22772474586963654,-0.6214812397956848,1.1031299829483032,1.1080710887908936,0.4683956503868103,0.5145560503005981,0.11078498512506485
RaT,750,0,0,0,0,0,4,0.2759999930858612,0.18328432738780975,-0.6479722857475281,1.0661985874176025,1.4052276611328125,0.8976179957389832,1.2570847272872925,0.22084584832191467
RaT,750,0,0,3,3,3,5,0.25600001215934753,0.17994946241378784,-0.7225806713104248,1.13075590133667,0.8736760020256042,0.23939816653728485,0.21132738888263702,0.04201996326446533
RaT,1000,0,0,1,1,1,1,0.38999998569488525,0.3474324345588684,-0.3430212140083313,1.1415890455245972,1.4849028587341309,1.1124906539916992,1.6402851343154907,0.5824442505836487
RaT,1000,0,0,3,3,3,2,0.36399999260902405,0.2978630065917969,-0.45628058910369873,1.1578909158706665,0.945793092250824,0.258723646402359,0.26167118549346924,0.07708747684955597
RaT,1000,0,0,4,4,4,3,0.35499998927116394,0.29447200894355774,-0.4730270802974701,1.1332972049713135,1.0140000581741333,0.5449546575546265,0.5426377058029175,0.14389730989933014
