support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[13, 14, 25, 27, 82, 85, 99]",7,1057.46936035,1057.46936035,7.65379124,7.99209642,2.82702961,2.25957417,-0.09898211,-3.9377265,3.9377265,0,0.0,0.0,0.0,0.0,49.65028763,0.69048613,0.04068383,0.0323954,0.0,0.49650291,0.03626074,0.43695426,0.47185954,0.49631184,0.52126217,0.55610734,0.49371836,0.49535686,0.49647164,0.4977755,0.49908727,49.65029144,0.03614129,0.0383446,0.69048613,0.69191003,0.69310409,0.0323954,0.02711454,0.04674661,0.06708895,0.08020993,0.00164998,0.00466175,0.00560097,0.04068383,0.04054831,0.04199856,0.04283362,0.04315901,0.40613168,0.03252668,0.46011719,0.4609375,0.4765625,0.49296874,0.50390625,49.65029144,46.01171875,0,0,True,1,1,0.8,1e-05,2108.62475586,7.65379124,8.30435649,False,True
"[0, 1, 2, 5, 6, 7, 8, 9, 12, 13, 14, 15, 17, 18, 20, 21, 23, 24, 26, 27, 28, 32, 34, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 57, 58, 61, 62, 63, 64, 65, 68, 69, 71, 72, 73, 74, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 98, 99]",74,955.40759277,991.58220769,7.60643379,7.80485916,2.7937178,2.23752594,-0.07323537,-3.65380192,3.65380192,67,0.92,0.0234278,0.09651511,-0.04735745,50.59438705,0.68989027,0.04390529,0.04158594,0.01152417,0.50594389,0.03985023,0.44048154,0.47888255,0.50584829,0.53296798,0.57196593,0.48949948,0.49953553,0.5087353,0.51288962,0.51790535,50.59439087,0.03891163,0.04078992,0.68989027,0.69165933,0.69309545,0.04158594,0.03550907,0.06047477,0.08492271,0.1005853,0.02804673,0.03129983,0.03209671,0.04390529,0.0439605,0.04536936,0.04653559,0.04696187,0.51638806,0.04553321,0.55812502,0.58203125,0.62597656,0.65625,0.66855466,50.59439087,55.8125,1,0,True,25,25,0.8,1e-05,1989.86413574,7.59582164,8.16869078,False,True
"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 98, 99]",91,848.98132324,888.95869255,7.59732174,7.98756838,2.82622865,2.23211098,-0.09835946,-3.42066336,3.42066336,17,0.18681319,0.0,0.11139358,-0.00911204,54.19072342,0.68475592,0.05024695,0.06505906,0.03605986,0.54190725,0.04909558,0.45845017,0.50910783,0.54292101,0.57594854,0.62071955,0.49586016,0.51994509,0.55568218,0.5616644,0.56657267,54.19073105,0.04196246,0.04446667,0.68475592,0.68855786,0.69296634,0.06505906,0.05893641,0.09354208,0.12613164,0.1451236,0.06226558,0.06919624,0.06999195,0.05024695,0.05052932,0.05270495,0.0548246,0.05548209,0.78150594,0.06082843,0.8036719,0.89257812,0.9296875,0.93789065,0.94550776,54.19073105,80.3671875,2,0,True,50,50,0.8,1e-05,1988.12548828,7.59494751,7.73441943,False,True
"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",92,736.94372559,778.41301291,7.55819272,9.19942665,3.03305566,2.3816216,-0.26500042,-3.49399471,3.49399471,1,0.03225806,0.0,0.13196709,-0.03912902,58.52776337,0.67003053,0.05830766,0.10284084,0.0436825,0.58527762,0.06417424,0.46795905,0.54216248,0.59373128,0.63248146,0.67895526,0.49556541,0.54508924,0.61512423,0.62178904,0.62723958,58.52776337,0.04202799,0.04427879,0.67003059,0.67528546,0.69237298,0.10284084,0.09905308,0.14443767,0.18493341,0.2103444,0.11216071,0.12739229,0.13098593,0.05830766,0.05918918,0.06295079,0.06533786,0.06679016,1.19258606,0.08915927,0.8835156,0.99609375,1.0,1.0,1.0,58.52776337,88.3515625,3,0,True,75,75,0.8,1e-05,1848.71704102,7.52224719,6.99983538,False,True
"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 30, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 96, 97, 98, 99]",92,624.78692627,664.17154689,7.32394478,11.1935358,3.34567419,2.68029022,-0.53920761,-3.92394567,3.92394567,0,0.04255319,0.0,0.15219181,-0.23424794,63.73368454,0.63783777,0.07074869,0.16007778,0.05259948,0.63733685,0.08918274,0.47020981,0.57008809,0.66276586,0.70601153,0.74978817,0.49352345,0.5581786,0.68656045,0.69753408,0.70272285,63.73368073,0.04180936,0.04728539,0.63783777,0.63917971,0.69185233,0.16007778,0.15671054,0.22393337,0.28373712,0.31650841,0.1763773,0.22972894,0.23310177,0.07074869,0.07387383,0.07832125,0.08228969,0.08546381,1.84190619,0.11771385,0.90066409,1.0,1.0,1.0,1.0,63.73368073,90.06640625,4,0,True,100,100,0.8,1e-05,1310.6036377,7.1782431,5.89172049,False,True
"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 32, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",93,547.86199951,572.9380413,6.80187418,13.27045918,3.64286414,2.89179254,-0.82480246,-4.37619829,4.37619829,1,0.05263158,0.0,0.12312186,-0.5220706,67.07596588,0.60620594,0.08154574,0.20986272,0.03703809,0.67075968,0.1107038,0.46350202,0.58109605,0.70851433,0.75654203,0.80384183,0.49287626,0.55172181,0.7266624,0.74853837,0.76654339,67.07595825,0.04236547,0.05325228,0.60620594,0.60347366,0.69148505,0.20986272,0.19176011,0.30473283,0.40182972,0.45404387,0.18177192,0.36798558,0.38635498,0.08154576,0.08215005,0.09323202,0.10248823,0.107236,2.49384403,0.16586936,0.89535159,1.0,1.0,1.0,1.0,67.07595825,89.53515625,5,0,True,125,125,0.8,1e-05,764.67199707,6.63944698,4.83542719,False,True
"[0, 1, 2, 5, 6, 7, 8, 12, 13, 14, 16, 17, 18, 20, 21, 23, 24, 26, 27, 28, 30, 32, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 56, 57, 58, 61, 62, 64, 65, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 97, 98, 99]",75,493.45193481,511.19620689,6.36521181,14.34936142,3.7880551,2.97828078,-0.97316081,-4.16220093,4.16220093,-18,0.19354839,0.0,0.09931345,-0.43666236,63.4042511,0.62163383,0.08426353,0.22865772,0.03837105,0.63404256,0.127592,0.40118578,0.52752441,0.67374551,0.73360837,0.79357558,0.42644393,0.50883698,0.69323337,0.72083688,0.7703793,63.4042511,0.0457796,0.05478988,0.62163383,0.63060689,0.69116294,0.22865772,0.19873697,0.33915818,0.46614596,0.54356158,0.20128679,0.43946835,0.50927746,0.08426353,0.08431366,0.09465584,0.10490917,0.11783885,2.84227037,0.18183669,0.78910154,1.0,1.0,1.0,1.0,63.4042511,78.91015625,6,0,True,150,150,0.8,1e-05,510.05245972,6.23451358,3.83234394,False,True
"[0, 1, 2, 5, 6, 8, 12, 13, 14, 17, 18, 20, 21, 23, 24, 26, 28, 30, 32, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 48, 49, 50, 51, 53, 54, 55, 57, 58, 61, 62, 64, 65, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 98, 99]",69,451.80429077,466.20701828,6.02138548,11.32596207,3.36540667,2.61210632,-0.55741736,-3.19890022,3.19890022,-6,0.08,0.21069923,0.08440061,-0.34382633,57.72227859,0.63852131,0.08510464,0.23409054,0.05802112,0.57722282,0.14267115,0.32775992,0.45479178,0.61235368,0.68590409,0.77353567,0.35531244,0.43139201,0.63358438,0.67264587,0.75087863,57.72228241,0.0527804,0.05729745,0.63852125,0.65252531,0.68976492,0.23409055,0.19483554,0.33978245,0.48141018,0.5990873,0.20086998,0.44103813,0.57209837,0.08510464,0.08313909,0.09248028,0.10450776,0.12208572,3.04290152,0.21046595,0.69515628,0.9921875,1.0,1.0,1.0,57.72228241,69.515625,7,0,True,175,175,0.8,1e-05,376.0428772,5.92970317,3.18109406,False,True
"[0, 2, 5, 6, 8, 14, 17, 18, 21, 23, 24, 26, 28, 32, 36, 37, 38, 39, 41, 42, 44, 45, 46, 47, 49, 50, 51, 53, 55, 57, 58, 61, 62, 64, 65, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 80, 81, 82, 83, 84, 86, 87, 88, 89, 90, 91, 92, 93, 94, 98, 99]",61,414.76135254,427.38592173,5.85430571,7.63502836,2.76315551,2.02718353,-0.04988218,-2.57003546,2.57003546,-8,0.11594203,0.32588258,0.0819889,-0.16707977,51.01087952,0.64397407,0.0863081,0.23378827,0.06780128,0.51010883,0.15328565,0.25686485,0.38029629,0.53331184,0.62185538,0.741741,0.28695226,0.36219969,0.55419326,0.60582554,0.72744423,51.01088333,0.0608252,0.0663424,0.64397407,0.66351843,0.69177723,0.23378827,0.18182473,0.32318637,0.48010671,0.62056196,0.19416593,0.41478413,0.65237063,0.0863081,0.08555515,0.09624822,0.1044405,0.13199048,3.17206383,0.23875092,0.57277346,0.79882812,0.95410156,0.99257815,1.0,51.01088333,57.27734375,8,0,True,200,200,0.8,1e-05,339.54867554,5.82761731,2.71994771,False,True
"[0, 2, 5, 6, 8, 17, 23, 24, 26, 32, 36, 38, 39, 41, 42, 45, 46, 50, 55, 61, 62, 64, 65, 68, 71, 73, 74, 77, 78, 80, 84, 87, 91, 92, 99]",35,378.67956543,392.25032108,5.79733304,4.16419077,2.04063489,1.56367803,0.42738789,-2.06397152,2.06397152,-26,0.42622951,0.45459394,0.08699409,-0.05697267,43.66901016,0.63015318,0.08721143,0.22688355,0.07380209,0.43669015,0.16046929,0.19093139,0.30934459,0.43904793,0.54461646,0.70810604,0.22909316,0.29651123,0.45204508,0.52179766,0.68741888,43.66901016,0.07394773,0.07936931,0.63015318,0.66420281,0.69223917,0.22688356,0.16774137,0.29716209,0.46116269,0.64872515,0.16463187,0.41522479,0.67744666,0.08721142,0.08253662,0.09217385,0.11286741,0.13462307,3.22844601,0.26811624,0.35164061,0.26953125,0.61035156,0.8871094,0.99257809,43.66901016,35.1640625,9,0,True,225,225,0.8,1e-05,349.08459473,5.85531428,2.39877859,False,True
