method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,496,496,160,100,10,1.0,0.5,4000,6,2;18;20;21;25;30;46;54;64;99,2;21;30;54;64;99,187,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8,0.64
