"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",486,486,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,7.110375,0.01422075,5,"2;26;215;233;280;313;316;372;379;405","215;233;316;372;405",1,0.5,0.666666666666667,0,5,0,5,490,5,0.99469387755102,0.846347402597403
