stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.634979248046875,10,13,2.1189795418654542
1,0.8,32,775,1.718380331993103,7,49,0.7026817067189335
