support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,alert,best_so_far
"[2, 4, 5, 6, 8, 14, 15, 21, 24, 26, 29, 32, 33, 34, 38, 43, 44, 48, 50, 52, 53, 54, 56, 58, 59, 64, 67, 68, 71, 73, 74, 75, 79, 81, 89, 93, 94, 96, 99]",39,1219.02111816,1219.02111816,7.54020895,17.23568726,4.15158852,3.30314469,-0.00046555,-7.45646477,7.45646477,0,0.0,0.0,0.0,0.0,50.02632904,0.69189346,0.04115706,0.03272812,0.0,9.93614104,9.93614104,8.82623153,8.18919538,1.10990951,1.12854249,0.3295889,0.32592014,0.3295889,0.32592014,28.82766222,22.89114097,30.10856053,30.1189351,0.49997872,0.49728601,0.00191755,0.00222193,0,0,True,1,1,1.2,1e-05,1882.2232666,7.54020895,False,True
"[0, 1, 5, 7, 8, 13, 15, 16, 17, 19, 20, 23, 24, 25, 29, 30, 32, 35, 38, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 61, 62, 63, 65, 66, 68, 69, 70, 71, 72, 73, 77, 78, 79, 80, 81, 85, 89, 92, 93, 94, 98]",55,1157.37792969,1180.48759421,7.50959927,16.82857132,4.10226417,3.24746919,0.02316597,-6.90747166,6.90747166,16,0.69444444,0.02362052,0.05056778,-0.03060967,50.05511475,0.6919623,0.04193315,0.03590884,0.00333653,9.75060013,9.75060013,8.68799285,8.0757166,1.06260728,1.09312494,0.34555394,0.33699054,0.34555394,0.33699054,28.81796853,22.79352053,29.98299547,29.99803462,0.49953049,0.49689773,0.01639672,0.01599554,1,0,True,25,25,1.2,1e-05,1809.83337402,7.50099006,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 32, 34, 35, 37, 38, 39, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 88, 89, 91, 92, 93, 94, 95, 96, 97, 98]",84,1090.84936523,1115.73403351,7.50163633,15.70902538,3.96346129,3.10292554,0.08815131,-6.10474443,6.10474443,29,0.3452381,0.0665265,0.05748214,-0.00796295,51.27399826,0.69128692,0.04466797,0.04494808,0.01227722,9.57845881,9.57845881,8.5704062,7.92211163,1.00805261,1.02893193,0.36493486,0.3592993,0.36493486,0.3592993,28.77982928,22.65841088,29.95530388,29.97090994,0.5135991,0.50635464,0.03342529,0.03264579,2,0,True,50,50,1.2,1e-05,1817.03222656,7.5049598,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 32, 34, 35, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",89,1016.89141846,1042.87880163,7.50548973,14.45852852,3.80243718,2.95916986,0.16073786,-5.59409571,5.59409571,5,0.05617978,0.07960372,0.0677985,0.0038534,53.01350403,0.68916786,0.04813585,0.06004529,0.01747095,9.30105742,9.30105742,8.35735016,7.72323842,0.94370727,0.93962301,0.38920255,0.39294419,0.38920255,0.39294419,28.73203027,22.48024116,29.79386546,29.80932468,0.53132322,0.51987697,0.05399814,0.05252747,3,0,True,75,75,1.2,1e-05,1824.84020996,7.50924771,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",95,925.12890625,961.52822729,7.51282022,13.62527084,3.69124245,2.87720776,0.20910527,-5.15514278,5.15514278,6,0.06315789,0.05763088,0.09023826,0.00733048,55.1764946,0.68447691,0.0522191,0.08094427,0.02166195,8.87919194,8.87919194,8.07385158,7.48006599,0.80534036,0.83594053,0.44694017,0.43691375,0.44694017,0.43691375,28.66591984,22.40165919,29.71967692,29.74664164,0.55944788,0.5365962,0.08041194,0.0755516,4,0,True,100,100,1.2,1e-05,1836.15673828,7.51542994,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",93,824.28363037,862.75804466,7.50554098,13.27624512,3.64365821,2.78714848,0.22936488,-4.65595722,4.65595722,-2,0.04166667,0.02561606,0.10900673,-0.00727923,57.67427826,0.67551666,0.05810791,0.11498232,0.02526991,8.25601913,8.25601913,7.60657039,7.13553269,0.64944873,0.68402899,0.52233441,0.50942634,0.52233441,0.50942634,28.60798802,21.98891962,29.60728619,29.62733755,0.59350585,0.55575427,0.11713551,0.10902839,5,0,True,125,125,1.2,1e-05,1803.20373535,7.49732021,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",99,702.79766846,744.58610605,7.39531571,14.29824829,3.78130246,2.89603472,0.17004151,-4.510777,4.510777,6,0.06060606,0.0,0.14738369,-0.11022527,61.43331528,0.65662169,0.06724577,0.16801083,0.03759033,7.33301288,7.33301288,6.90297571,6.60683616,0.43003716,0.46687846,0.65056374,0.63465511,0.65056374,0.63465511,28.37768275,21.00889505,29.34768122,29.36334394,0.64270421,0.58511309,0.17948715,0.15753087,6,0,True,150,150,1.2,1e-05,1525.52209473,7.33009199,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",100,610.31213379,639.07533839,6.96652141,17.78829575,4.21761731,3.22690487,-0.03254236,-5.09989548,5.09989548,1,0.01,0.0,0.13159625,-0.4287943,65.88858795,0.62499326,0.07916147,0.23501535,0.04455277,6.07504334,6.07504334,5.89897093,5.67747225,0.17607241,0.2319926,0.83863508,0.80870715,0.83863508,0.80870715,25.72318104,19.17186656,29.12055414,29.15983989,0.69841498,0.61941885,0.23130292,0.2155726,7,0,True,175,175,1.2,1e-05,911.81707764,6.8154394,False,True
"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98]",90,550.41619873,571.59896246,6.66731395,14.93754864,3.8649125,2.89233303,0.13293258,-4.02772713,4.02772713,-10,0.1,0.16025971,0.09813984,-0.29920746,64.4726181,0.63037539,0.0790697,0.23851356,0.01578804,5.49199568,5.49199568,5.40457288,4.84633739,0.0874228,0.19203312,0.97745418,0.88964813,0.97745418,0.88964813,22.02894043,16.88239503,28.96679555,29.02394133,0.68086842,0.60414188,0.20630765,0.20839356,8,0,True,200,200,1.2,1e-05,713.671875,6.5704233,False,True
"[0, 1, 3, 4, 5, 7, 8, 9, 11, 13, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 29, 30, 32, 35, 37, 38, 39, 42, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 59, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 84, 85, 88, 89, 91, 92, 93, 94, 96, 97, 98]",76,506.31622314,521.93743735,6.34870853,11.89143372,3.44839582,2.64036489,0.30974787,-3.62574077,3.62574077,-14,0.15555556,0.20392335,0.08012114,-0.31860542,61.71672821,0.6402455,0.07904672,0.24050337,0.02838713,4.48370002,4.48370002,4.25577924,4.00945494,0.22792078,0.30288113,1.10537508,1.00206586,1.10537508,1.00206586,10.37729856,13.0361428,28.79460693,28.81996318,0.65611452,0.57657807,0.19709286,0.19838525,9,0,True,225,225,1.2,1e-05,491.43994141,6.19733974,False,True
