method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,3,1;19;21;23;46;49;73;75;77;80,1;19;77,27,625,2,0.9797958971132713,1.0,0.3,0.4615384615384615,0.0,3,0,7,90,3,0.7888888888888888,0.5908906428471645,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,0.9744149008653208,0.9744149008653208,0.7691334243970058,1.1369227805584967,0.20528147646831496,0.2563967196863519,1.0501473092919023,1.054664091276789,1.0501473092919023,1.054664091276789,0.9299885976856472,2.133310989725295,1.3874346113518143,2.571622386483267,0.15072313535213472,0.16060343998849394,0.03527551144361496,0.06877775490283966
