stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.6319684982299805,10,13,2.0717091133497787
1,0.8,33,800,2.2530789375305176,7,49,0.7793415402269162
