variable,mean,sd,rhat,ess,mcse
prediction_0,0.08842392003727946,0.26391463983645014,1.0011163475773703,4254.147656325534,0.004046291830649214
prediction_1,-0.059246524694638536,0.21513964897886548,1.0009107505406458,1099.470759295981,0.006488265514169104
prediction_2,3.4782035643458364,0.3751853394782606,1.000492358121317,3994.1316477996697,0.005936557411857133
prediction_3,0.3647479305238863,0.21212709556859766,1.002048042305815,4023.824781683468,0.003344079666598109
prediction_4,-0.0670441445336679,0.20153093079278486,1.0012704313787282,1933.5433084151334,0.004583157254081325
prediction_5,0.33383083265806707,0.25233088177217555,1.0000957453498478,2407.620768531974,0.00514252444582492
prediction_6,1.986057858902216,0.23246166989790198,1.000217994137894,2094.0055166399443,0.005079985147265275
prediction_7,1.8317564645528794,0.273824530297516,1.000140213373342,6360.989099590783,0.0034332863408651545
prediction_8,-0.056889520185608305,0.20399619701027374,1.0012509625070705,1483.91122297243,0.005295635824384278
prediction_9,2.4171047739744185,0.2708287520236557,1.0008479461893802,4009.1003792048045,0.004277315676259098
prediction_10,1.0711377670374,0.20506199407659034,1.0017040235276564,3775.586655629963,0.0033372823763569933
prediction_11,3.1074654892504214,0.35588388582276,1.001086411520617,4083.8755562330434,0.00556893403969067
prediction_12,2.3264136574327945,0.2532436927243368,1.0005751019962859,6168.999945829562,0.0032242689012817495
prediction_13,2.529832781606913,0.3243449864637849,1.0011086815467007,5509.049743978927,0.004369873270720758
prediction_14,0.7955978502930142,0.21846117802234796,1.001324001496391,4157.950473140764,0.0033879314561752524
prediction_15,2.219027140402794,0.24767561763023765,1.0011381528881251,5276.490493072753,0.003409656859051851
prediction_16,0.11996028301875612,0.2853132222349088,1.0011686812089682,1773.4193865396746,0.006775107222235959
prediction_17,5.034336818182468,0.3686598471483706,0.9999411329097572,5868.65260107071,0.004812343704708222
prediction_18,0.00901529512794641,0.23681848411200077,1.0004101623466726,2108.50844469641,0.0051573656632115565
prediction_19,0.1631354024006605,0.21244874668289232,1.0020579662321791,2391.444839860525,0.004344341824015161
prediction_20,0.5000243989838978,0.24508229386880728,1.0002643029705998,2734.5949880498615,0.004686681383908888
prediction_21,-0.010664183624228645,0.272565070333036,1.0010600777780012,2134.769184493702,0.005899221960150276
prediction_22,2.3597608569085597,0.2569435477528395,1.000681348145155,6145.6391026741585,0.0032775867087885473
prediction_23,2.3316678821235897,0.27932185013456845,1.0003695322682309,7142.505828367814,0.0033050619802489486
prediction_24,-0.14721917854516087,0.1993207987672802,1.0012564910620902,1646.058502127893,0.004912810196686321
prediction_25,0.20792314935763187,0.2423697223010284,1.0012246714895765,1517.6068521321909,0.006221551864507748
prediction_26,0.7111581354845548,0.2915017128766452,1.0010750556761803,2333.441912030738,0.006034518373680968
prediction_27,4.806397037220001,0.4315260510356087,1.0001329614721068,4167.632264361689,0.006684398348573723
prediction_28,1.0764481506809591,0.24155981298212426,1.0005310780415744,2277.1604926338605,0.005062066713517112
prediction_29,2.049398374376446,0.30764966155327544,1.0000485706536688,6393.647512943414,0.0038475307270049793
prediction_30,-0.11540402850892588,0.21216763107992312,1.0014517121686815,1393.2471897129974,0.005684143579326388
prediction_31,2.4725012697935105,0.2870839967526669,1.0010899102174318,3985.84257535612,0.0045472508508504345
prediction_32,3.142967032188177,0.288350601212246,1.000388796719275,4817.472462993999,0.004154428039810737
prediction_33,0.8341965803923085,0.2374556986373564,1.0009266889155377,3380.0141147873946,0.004084353654994678
prediction_34,0.7523349941166118,0.2658527596685565,1.0029280800200864,1860.0185963195931,0.006164282444937962
prediction_35,4.440322043466568,0.3212465695899634,1.0006253642518825,5746.708474295685,0.004237687385589543
prediction_36,-0.23950221608333677,0.21912683772490638,1.0016759891467841,2772.3722734243443,0.004161690680639805
prediction_37,-0.04016281841732216,0.2190802821906276,1.0004854376434922,1334.3613416059402,0.005997449033289075
prediction_38,1.2760202245013323,0.25734083436381383,1.0003427493462338,2204.487448752862,0.0054809380008815824
prediction_39,0.13780416315036836,0.2705567961194715,1.0008166208003895,2015.3974836453351,0.006026679434049858
prediction_40,4.5848890326619145,0.3260051267655866,1.0001962399179951,5765.150515605363,0.004293575505928926
prediction_41,2.501910927152634,0.27681419494697046,1.0006242925845021,4131.410654581858,0.004306645993944902
prediction_42,-0.16242262466716292,0.20661335263514288,1.0003848155872008,2224.9820150193364,0.0043802120184486745
prediction_43,2.7773563190042974,0.3413754118438684,1.001439345405748,4716.40617102022,0.004970803982658401
prediction_44,1.7720789657622575,0.24632259095314743,1.0002130404084442,2034.225349360915,0.0054614091435473446
prediction_45,4.736637739133835,0.3386296364860644,1.0002413889539972,5141.721914628598,0.004722485924217777
prediction_46,3.7245675518155097,0.44702114397397247,1.0013597609884013,2759.2343115900985,0.008510082585033033
prediction_47,2.2181514004766942,0.23734323291525683,1.0004048852214311,4456.480140371226,0.0035553377649494605
