"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",487,487,1000,100,600,200,200,10,1,12345,2000,1,8000,0.5,0.5,9.049375,0.09049375,9,"1;68;69;74;77;79;83;88;95;98","68;69;74;77;79;83;88;95;98",1,0.9,0.947368421052632,0,9,0,1,90,9,1,1
