method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,5,1;19;21;23;46;49;73;75;77;80,1;19;21;77;80,26,601,2,0.6928203230275509,1.0,0.5,0.6666666666666666,0.0,5,0,5,90,5,0.9033333333333333,0.8336842105263158,-1,-1,0.8,0.6,1e-05,0.95,0.9,300,4,300,300,0.1,0.828379355709173,0.828379355709173,0.6967200909526985,0.9184749761544457,0.13165926475647444,0.23706660877088154,1.0435497200983073,0.9805630834078654,1.0435497200983073,0.9805630834078654,0.5371868707409843,1.4691799842831093,1.1731423218806134,2.107116335925938,0.0807708315551281,0.09256237998387777,0.02188418246805668,0.04793365299701691
