method,mode,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,pip_hard,softgate,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,lasso_recovery,simple,419,419,0,1,0.0,0,0.0,0.0,0.01608815,0,-0.0017162154,0.009356358,0.0,0.0
last_flow,lasso_recovery,simple,419,419,1,2,0.0,0,0.00025,0.00025,0.015195254,0,-0.0066633457,0.014882105,-5.5215354e-05,0.003492159
last_flow,lasso_recovery,simple,419,419,2,3,0.0,0,0.0,0.0,0.013249678,0,0.0055126655,0.0133002335,0.0,0.0
last_flow,lasso_recovery,simple,419,419,3,4,0.0,0,0.0,0.0,0.028403405,0,-0.002250639,0.010946321,0.0,0.0
last_flow,lasso_recovery,simple,419,419,4,5,-0.7697921,1,0.001,0.001,0.3262229,0,-0.81238365,0.16024408,-0.0022827038,0.07232393
last_flow,lasso_recovery,simple,419,419,5,6,0.0,0,0.0,0.0,0.04660032,0,0.0523792,0.035307664,0.0,0.0
last_flow,lasso_recovery,simple,419,419,6,7,0.0,0,0.00125,0.00125,0.015195642,0,0.005763879,0.018629907,0.00048585702,0.014562204
last_flow,lasso_recovery,simple,419,419,7,8,0.0,0,0.0,0.0,0.08775932,0,-0.09703252,0.045274634,0.0,0.0
last_flow,lasso_recovery,simple,419,419,8,9,0.0,0,0.0,0.0,0.058445554,0,-0.06067388,0.041012704,0.0,0.0
last_flow,lasso_recovery,simple,419,419,9,10,0.0,0,0.0,0.0,0.03188531,0,0.004429148,0.016591568,0.0,0.0
last_flow,lasso_recovery,simple,419,419,10,11,1.9977015,1,1.0,1.0,0.99801576,1,2.0716944,0.12623169,2.0757568,0.12155169
last_flow,lasso_recovery,simple,419,419,11,12,0.0,0,0.0,0.0,0.03666837,0,-0.0022504274,0.015821606,0.0,0.0
last_flow,lasso_recovery,simple,419,419,12,13,0.0,0,0.0,0.0,0.033030603,0,-0.025029192,0.021173801,0.0,0.0
last_flow,lasso_recovery,simple,419,419,13,14,0.0,0,0.0,0.0,0.1350752,0,0.13284886,0.052407254,0.0,0.0
last_flow,lasso_recovery,simple,419,419,14,15,0.0,0,0.0,0.0,0.037625555,0,-0.029353535,0.022622924,0.0,0.0
last_flow,lasso_recovery,simple,419,419,15,16,0.0,0,0.0,0.0,0.14560875,0,0.16703136,0.06540295,0.0,0.0
last_flow,lasso_recovery,simple,419,419,16,17,0.0,0,0.0,0.0,0.10067452,0,-0.16126747,0.0690193,0.0,0.0
last_flow,lasso_recovery,simple,419,419,17,18,0.0,0,0.0,0.0,0.088313304,0,-0.101569794,0.051051132,0.0,0.0
last_flow,lasso_recovery,simple,419,419,18,19,0.0,0,0.0,0.0,0.04026978,0,-0.02220666,0.019599281,0.0,0.0
last_flow,lasso_recovery,simple,419,419,19,20,0.0,0,0.0,0.0,0.02448545,0,-0.013201531,0.012939549,0.0,0.0
last_flow,lasso_recovery,simple,419,419,20,21,0.0,0,0.0,0.0,0.03676273,0,-0.016664268,0.018381035,0.0,0.0
last_flow,lasso_recovery,simple,419,419,21,22,0.0,0,0.0,0.0,0.03193421,0,0.017911088,0.020734016,0.0,0.0
last_flow,lasso_recovery,simple,419,419,22,23,0.0,0,0.0,0.0,0.037072558,0,0.028815674,0.030079158,0.0,0.0
last_flow,lasso_recovery,simple,419,419,23,24,0.0,0,0.0,0.0,0.07782446,0,-0.083827406,0.044512812,0.0,0.0
last_flow,lasso_recovery,simple,419,419,24,25,0.0,0,0.0,0.0,0.0897029,0,-0.14018631,0.06350091,0.0,0.0
last_flow,lasso_recovery,simple,419,419,25,26,0.0,0,0.0,0.0,0.060523827,0,-0.043889824,0.031709705,0.0,0.0
last_flow,lasso_recovery,simple,419,419,26,27,0.0,0,0.0,0.0,0.10782501,0,-0.122880034,0.05821028,0.0,0.0
last_flow,lasso_recovery,simple,419,419,27,28,0.0,0,0.0,0.0,0.08456042,0,0.085578084,0.03454993,0.0,0.0
last_flow,lasso_recovery,simple,419,419,28,29,0.0,0,0.0,0.0,0.06829091,0,-0.07852627,0.046695706,0.0,0.0
last_flow,lasso_recovery,simple,419,419,29,30,0.0,0,0.0,0.0,0.04455026,0,0.034964632,0.023897221,0.0,0.0
last_flow,lasso_recovery,simple,419,419,30,31,0.0,0,0.0,0.0,0.024213536,0,0.017361509,0.01604534,0.0,0.0
last_flow,lasso_recovery,simple,419,419,31,32,0.0,0,0.0,0.0,0.08695993,0,-0.101609774,0.05027853,0.0,0.0
last_flow,lasso_recovery,simple,419,419,32,33,0.0,0,0.0,0.0,0.06028621,0,-0.06353147,0.031505566,0.0,0.0
last_flow,lasso_recovery,simple,419,419,33,34,0.0,0,0.0,0.0,0.033610452,0,0.0074796705,0.01998097,0.0,0.0
last_flow,lasso_recovery,simple,419,419,34,35,0.0,0,0.0,0.0,0.03200804,0,-0.014480369,0.019257016,0.0,0.0
last_flow,lasso_recovery,simple,419,419,35,36,0.0,0,0.0,0.0,0.013708121,0,0.006609667,0.014487929,0.0,0.0
last_flow,lasso_recovery,simple,419,419,36,37,0.0,0,0.0,0.0,0.04646106,0,-0.045391083,0.027281852,0.0,0.0
last_flow,lasso_recovery,simple,419,419,37,38,0.0,0,0.0,0.0,0.037574597,0,-0.0031096225,0.017492162,0.0,0.0
last_flow,lasso_recovery,simple,419,419,38,39,0.0,0,0.0,0.0,0.029362097,0,-0.0018497295,0.011495221,0.0,0.0
last_flow,lasso_recovery,simple,419,419,39,40,0.0,0,0.0,0.0,0.13832675,0,0.18157879,0.06705857,0.0,0.0
last_flow,lasso_recovery,simple,419,419,40,41,0.0,0,0.0,0.0,0.05630117,0,0.047422167,0.038231473,0.0,0.0
last_flow,lasso_recovery,simple,419,419,41,42,1.9765916,1,0.999,0.999,0.9963524,1,1.9135437,0.14047968,1.9185485,0.14297783
last_flow,lasso_recovery,simple,419,419,42,43,0.0,0,0.0,0.0,0.038861625,0,-0.026477069,0.01758438,0.0,0.0
last_flow,lasso_recovery,simple,419,419,43,44,0.0,0,0.0,0.0,0.04782771,0,0.000378992,0.018869225,0.0,0.0
last_flow,lasso_recovery,simple,419,419,44,45,0.0,0,0.0,0.0,0.03771971,0,0.036699466,0.025372736,0.0,0.0
last_flow,lasso_recovery,simple,419,419,45,46,0.0,0,0.0,0.0,0.092115365,0,0.101882674,0.051480357,0.0,0.0
last_flow,lasso_recovery,simple,419,419,46,47,0.0,0,0.0,0.0,0.033542022,0,0.010622001,0.015879504,0.0,0.0
last_flow,lasso_recovery,simple,419,419,47,48,0.0,0,0.0,0.0,0.05602204,0,0.04027442,0.027501222,0.0,0.0
last_flow,lasso_recovery,simple,419,419,48,49,0.0,0,0.0,0.0,0.045885965,0,-0.038615953,0.027020862,0.0,0.0
last_flow,lasso_recovery,simple,419,419,49,50,0.0,0,0.0,0.0,0.17935465,0,0.34557566,0.10634678,0.0,0.0
last_flow,lasso_recovery,simple,419,419,50,51,0.0,0,0.0,0.0,0.045385785,0,0.044151723,0.027095657,0.0,0.0
last_flow,lasso_recovery,simple,419,419,51,52,0.0,0,0.0,0.0,0.04339722,0,-0.01909355,0.019200368,0.0,0.0
last_flow,lasso_recovery,simple,419,419,52,53,0.0,0,0.0,0.0,0.042164776,0,-0.029322458,0.022352878,0.0,0.0
