method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,7,1;19;21;23;46;49;73;75;77;80,1;19;21;23;46;77;80,22,525,1,0.7444838872816797,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,0.8927777777777777,0.8364705882352943,-1,-1,0.8,0.6,1e-05,0.95,0.9,300,4,300,300,0.0,0.8231520234141401,0.8231520234141401,0.5817228110864661,0.9812140614276339,0.241429212327674,0.28032492491721756,1.1938274572413645,1.101155579382275,1.1938274572413645,1.101155579382275,0.6006968024103996,1.606705954126453,1.0181141589677951,2.0605628561501073,0.11834830045700073,0.11894892597936094,0.02617594599723816,0.05393286421895027
