stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,0.8,11,275,7.946715354919434,70,13,1.8417826566123936,1.4160158454399725,0.4257668111724212,1.2595305743972007,1.553768566007008,11.904469158162177,0.624280030965805,0.13398563861846924
1,0.7444838872816797,22,525,2.6073548793792725,7,13,0.8231520234141401,0.5817228110864661,0.241429212327674,1.1938274572413645,0.6006968024103996,1.0181141589677951,0.11834830045700073,0.02617594599723816
2,0.6928203230275509,27,625,2.870297908782959,7,13,0.885191598007333,0.7621524494098124,0.12303914859752063,0.9475869069321656,0.7091781082013142,1.2387552744693118,0.09738747373223305,0.02999136596918106
3,0.6447419590941251,39,901,3.9344584941864014,7,13,1.9954725177588972,1.5307333697167391,0.4647391480421581,0.6290217575321525,3.8633780082935516,6.44045174794377,0.058396777138113976,0.0463116317987442
4,0.6,52,1201,4.209933757781982,7,13,2.3512797300092894,1.7698807501555232,0.5813989798537663,0.55921779466751,4.036054725441795,6.96334045347302,0.0560109473913908,0.06755226105451584
