"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",400,400,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,8.0095,0.016019,7,"10;18;44;68;88;115;198;256;300;334","18;68;88;115;256;351;438",0.714285714285714,0.5,0.588235294117647,0.285714285714286,5,2,5,488,7,0.946734693877551,0.670874506744287
