variable,mean,sd,rhat,ess,mcse,quantity
unit_rank_1,1.0,0.0,1.0,20000.0,0.0,active_indicator
unit_rank_2,1.0,0.0,1.0,20000.0,0.0,active_indicator
unit_rank_3,0.40315,0.4905426679764428,1.0035565184864665,812.5966612781571,0.017208351641642996,active_indicator
unit_rank_4,0.1022,0.3029187151487828,1.0031913173734301,1003.4944674773088,0.00956243761477511,active_indicator
unit_rank_5,0.01615,0.12605543224551807,1.001483299682274,1389.3812073506153,0.003381822862136315,active_indicator
unit_rank_1,1.6871151148468255,0.2595431752475443,1.0020713440079871,1777.1171219227565,0.006156750975879123,slab_strength
unit_rank_2,1.0700000517636536,0.163070692425476,1.0017205486447542,2039.6334600537753,0.0036107702149322744,slab_strength
unit_rank_3,1.3919740588452678,1.5765378967892822,1.0016391477432791,2671.733700208553,0.03050056121569659,slab_strength
unit_rank_4,1.846245920467375,1.6979690784577341,1.0002295627701496,4246.035359396867,0.026057813644164412,slab_strength
unit_rank_5,2.0296354362271583,1.715282770481067,1.0003072207101182,6826.178931624036,0.020760934164403652,slab_strength
unit_rank_1,1.6871151148468255,0.2595431752475443,1.0020713440079871,1777.1171219227565,0.006156750975879123,effective_strength
unit_rank_2,1.0700000517636536,0.163070692425476,1.0017205486447542,2039.6334600537753,0.0036107702149322744,effective_strength
unit_rank_3,0.15020643520775775,0.24944687071845315,1.0035704814411914,496.33102627294545,0.011196759449897231,effective_strength
unit_rank_4,0.02005447013772082,0.07822548148955495,1.0038061152390978,883.5027142505752,0.0026317479962348128,effective_strength
unit_rank_5,0.001869103316476685,0.019339142399313784,1.0014939616913396,1682.2801978842149,0.0004715068915823923,effective_strength
threshold_0,-0.031061723346970528,0.583008046640075,1.003737480006682,1277.4956989443808,0.016311534746991523,derived
active_count,2.5215,0.7201136564348466,1.0040627182694601,698.1678097969736,0.027253427995219216,derived
