stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.8034402132034302,9,13,1.8182970222924213
1,0.8,33,800,1.3536573648452759,8,49,0.6555611654516929
