stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,3.447754144668579,10,13,2.1731099258505178
1,0.8,28,675,3.072145938873291,5,49,1.0696109626539783
