condition,method,mse,r2,tpr,fpr,auroc,auprc,dparam,network_density,path_density,runtime_sec
trig_interaction,DSS-LVR,0.3483223514112259,0.8471483980253978,1.0,0.0,1.0,1.0,0.0194570135746606,0.0200470592826604,0.0018546748906373,815.5299604199827
trig_interaction,DSS-LVR,0.2851340300580971,0.8791551440668222,1.0,0.0,1.0,1.0,0.0248868778280542,0.0255158375948667,0.0023536754306405,695.5235140668228
trig_interaction,DSS-LVR,0.4048230386554476,0.8177819978942407,0.9,0.0,0.986842105263158,0.9227272727272728,0.019683257918552,0.0204470586031675,0.0025215002242475,642.6154290691484
trig_interaction,DSS-LVR,0.2416023368462695,0.8896645884031559,1.0,0.0,1.0,1.0,0.0271493212669683,0.0280552040785551,0.0036200254689902,783.1450448869728
trig_interaction,DSS-LVR,0.3473160172935048,0.8400798688737648,1.0,0.0,1.0,1.0,0.0300904977375565,0.0295742079615592,0.0033291250001639,739.6748097308446
trig_interaction,DSS-LVR,0.4499122223880956,0.8074729941845165,0.9,0.0,0.9344736842105262,0.905,0.0178733031674208,0.0186438914388418,0.0017195252003148,741.6443291711621
relu_interaction,IS-ANN-L1,0.3302364464517506,0.8652287206989409,1.0,0.9789473684210528,0.9652631578947368,0.7909830866807611,0.0560324825986078,0.0573085846867749,0.0057125890736342,618.275
relu_interaction,IS-ANN-L1,0.3844707922097821,0.8284493053813062,1.0,1.0,0.966842105263158,0.8046463046757164,0.0729698375870069,0.0736658932714617,0.0074346793349168,610.379
relu_interaction,IS-ANN-L1,0.3249674411410585,0.8525752116220288,1.0,0.9947368421052633,1.0,1.0,0.0917633410672853,0.0935034802784222,0.0093467933491686,307.188
relu_interaction,IS-ANN-L1,0.4297521221337986,0.8083906465166513,1.0,0.9947368421052633,0.9994736842105264,0.9909090909090909,0.077030162412993,0.0786542923433874,0.0078503562945368,516.644
relu_interaction,IS-ANN-L1,0.3784620600484185,0.8284271487806312,1.0,1.0,0.9952631578947368,0.9455555555555556,0.0944315545243619,0.0950116009280742,0.0096199524940617,516.317
