stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,11,275,3.794367790222168,14,13,1.9274872524529554
1,0.8,33,800,2.5654637813568115,6,49,0.7734607996814851
