variable,mean,sd,rhat,ess,mcse
xi_0,-0.06700664830070187,0.21746867005477302,1.0029561984913824,1122.5996576411997,0.006490591038389272
xi_1,0.5544815947942416,1.2810388374536281,1.0666683210213581,40.76138766371441,0.2006493772917162
xi_2,0.02774465093692032,0.8465377081801881,1.0012274973302988,7112.638422306893,0.010037624438241192
xi_3,0.021160241694935043,0.8348659755802508,1.0004500308926538,9823.935606445484,0.008423139793683363
xi_4,-0.14201466039616817,1.085998000569542,1.0577468388913598,61.76804800656012,0.13818060415584604
xi_5,0.029393431010266664,0.8277669958484744,1.0009961718457532,7156.8033152693915,0.00978472367549237
xi_6,0.06404470987598332,0.84184896355422,1.0006833235130153,7208.730535714228,0.00991527549767045
xi_7,0.3904255365417534,1.0885397515633999,1.0814058704520795,41.450796523298244,0.1690743993091286
xi_8,-0.006970876355201196,0.6275346236885846,1.0048642478300898,4851.181441915283,0.009009774750900729
xi_9,-0.03101692987957566,0.6185523151284719,1.00191727357144,8161.383968034318,0.006846908615365239
xi_10,-1.081156140514596,1.4834525955813553,1.2875694750936892,12.391885828017518,0.42141012996695215
xi_11,-0.06773124133349114,0.6584242930122598,1.0123257442840554,744.1996463433255,0.024135767656386097
xi_12,0.07383629257843342,0.628488562980792,1.0012871299610668,6379.99005905625,0.007868417179612633
xi_13,0.32539546698700533,1.158077185810371,1.0359872087958362,61.0892411983159,0.14816824631984954
xi_14,-0.005502086427039137,0.8565444382224436,1.0017049010342203,9463.961494416606,0.00880467676970984
xi_15,-0.0030442882755846662,0.8433075656233275,1.001158276185207,12097.47721393694,0.007667231745076159
xi_16,-0.2928073079912482,1.2260261439515725,1.2942701997157557,15.514426025329394,0.31126613620545107
xi_17,-0.013895326619950611,0.8478175191392076,1.0045624111306144,5350.84753499155,0.011590204484636654
xi_18,0.0572760239109658,0.8380659920821929,1.0006023730770066,7525.6592065702225,0.009660641007353527
xi_19,0.744130873920724,1.3445975891644726,1.1412827172525855,28.823055408638478,0.25045074040650384
xi_20,0.028176784092923787,0.771245673694491,1.001533869998042,10162.925199998203,0.007650386498118271
xi_21,0.016661784320568862,0.7637371015607066,1.0015984801097146,10513.575965815786,0.007448497222748856
xi_22,-0.16782586370500338,1.0972027972565195,1.1690972504383002,21.34826032822743,0.23746830977857808
xi_23,0.025875462316136744,0.7903707999139001,1.0037942727457294,6615.362840853638,0.009717488877776733
xi_24,0.08043148057546264,0.787085797106742,1.0027267370312611,7008.534673543272,0.009401744885595463
xi_25,0.39983751769700293,1.1675497367771552,1.1151716684710113,30.53337999592376,0.21129438149714153
xi_26,-0.021097773323127716,0.7283203545879816,1.0029235531075331,6084.981054778452,0.00933668769583125
xi_27,-0.021884656862407825,0.6989516920166111,1.004119049483934,8900.532766339,0.007408651374891723
xi_28,-0.8525204566889537,1.4779069011974904,1.2884676340673593,19.389367235927246,0.3356334669004161
xi_29,-0.058533920644408315,0.7212253003585087,1.0112494885313437,876.2877686692557,0.024363943198790112
xi_30,0.0556320790944496,0.6989620845174559,1.00266442543149,7668.58687476529,0.007981710045287199
xi_31,0.0964822358253188,0.9369479234693117,1.0108123409723466,355.9610573273328,0.04966085689087275
xi_32,0.017362459803284838,0.7788554570927747,1.0137895744097303,306.461734755658,0.04449064883144427
xi_33,0.0331003978475065,0.9388624443742525,1.0030723203978593,996.075513633049,0.029747867271157663
xi_34,0.1378828200201597,0.917639546588218,1.0211790135256953,219.8043819221944,0.06189476931111607
xi_35,0.04305251409443984,0.8496456377904621,1.0200574293044817,299.54529786262754,0.04909153125079382
xi_36,0.27219008120233046,0.8546019115334118,1.015594792382059,122.6216010311948,0.0771756629381477
xi_37,0.6945113439968305,0.8386557681358553,1.1546282156862215,14.922448685431988,0.2171019334917948
xi_38,0.25504626807187736,0.8881945607782438,1.0690060199587468,59.95305694955825,0.11471030728127844
xi_39,0.38013793079766184,0.8739446930192629,1.0797052847296373,42.52793165109223,0.13401296589301198
xi_40,0.5120868396093213,0.8605959368238092,1.073984170313943,51.90153160600656,0.1194563399850333
xi_41,0.0077658857136307805,1.0604570839803646,1.0413484705321507,55.91756853927935,0.14181395145296402
xi_42,0.46138411956212294,1.0118859642753946,1.2001506138221825,8.715002553680499,0.34276606011147803
xi_43,-0.10513534556538245,1.063246974166163,1.1631858174747844,26.947994063914276,0.20481932660170538
xi_44,0.08288213488122814,1.0522705739287836,1.0874021089648802,42.84220259477332,0.16076500949593392
xi_45,0.2812678575085133,1.0914376859568198,1.097065499170431,35.112682459875124,0.18419037871718189
xi_46,-0.3843391149943066,0.6036044939853886,1.0298716698910675,111.31477557029612,0.05721054131952544
