target_type,target,label,truth_active,truth_pip,rat_pip,mcmc_pip,pip_error_truth,pip_error,conditional_slab_skl,zero_mass_js,n_rat_active_draws,n_mcmc_active_draws
feature,0,feature_0,True,1.0,1.0,1.0,0.0,0.0,0.3743442975535425,,5000,20000
feature,1,feature_1,False,0.0,0.0656,0.0035,0.0656,0.0621,,0.017522825411434923,328,70
feature,2,feature_2,False,0.0,0.0988,0.0036,0.0988,0.09519999999999999,,0.028889353418736413,494,72
feature,3,feature_3,True,1.0,1.0,1.0,0.0,0.0,0.15596768750152623,,5000,20000
feature,4,feature_4,False,0.0,0.1012,0.0065,0.1012,0.09469999999999999,,0.02623686324804139,506,130
feature,5,feature_5,False,0.0,0.0704,0.00975,0.0704,0.06065,,0.013421444874999525,352,195
