method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean
last_flow,simple,431,431,0,1,0.0,0,0.0,0,0.0
last_flow,simple,431,431,1,2,-0.8019682,1,1.0,1,-0.9352748
last_flow,simple,431,431,2,3,0.0,0,0.0,0,0.0
last_flow,simple,431,431,3,4,0.0,0,0.0,0,0.0
last_flow,simple,431,431,4,5,0.0,0,0.0,0,0.0
last_flow,simple,431,431,5,6,0.0,0,0.0,0,0.0
last_flow,simple,431,431,6,7,0.0,0,0.0,0,0.0
last_flow,simple,431,431,7,8,0.0,0,0.0,0,0.0
last_flow,simple,431,431,8,9,-0.86397904,1,1.0,1,-1.0411102
last_flow,simple,431,431,9,10,0.0,0,0.0,0,0.0
last_flow,simple,431,431,10,11,0.0,0,0.0,0,0.0
last_flow,simple,431,431,11,12,0.0,0,0.0,0,0.0
last_flow,simple,431,431,12,13,0.0,0,0.0,0,0.0
last_flow,simple,431,431,13,14,0.0,0,0.0,0,0.0
last_flow,simple,431,431,14,15,0.0,0,0.0,0,0.0
last_flow,simple,431,431,15,16,0.0,0,0.0,0,0.0
last_flow,simple,431,431,16,17,0.0,0,0.0,0,0.0
last_flow,simple,431,431,17,18,0.0,0,0.0,0,0.0
last_flow,simple,431,431,18,19,0.0,0,0.0,0,0.0
last_flow,simple,431,431,19,20,0.0,0,0.0,0,0.0
last_flow,simple,431,431,20,21,0.0,0,0.0,0,0.0
last_flow,simple,431,431,21,22,1.9648546,1,1.0,1,1.3589517
last_flow,simple,431,431,22,23,0.0,0,0.0,0,0.0
last_flow,simple,431,431,23,24,0.0,0,0.0,0,0.0
last_flow,simple,431,431,24,25,0.0,0,0.0,0,0.0
last_flow,simple,431,431,25,26,0.0,0,0.0,0,0.0
last_flow,simple,431,431,26,27,0.0,0,0.0,0,0.0
last_flow,simple,431,431,27,28,0.0,0,0.0,0,0.0
last_flow,simple,431,431,28,29,0.0,0,0.0,0,0.0
last_flow,simple,431,431,29,30,0.0,0,0.0,0,0.0
last_flow,simple,431,431,30,31,0.0,0,0.0,0,0.0
last_flow,simple,431,431,31,32,0.0,0,0.0,0,0.0
last_flow,simple,431,431,32,33,0.0,0,0.0,0,0.0
last_flow,simple,431,431,33,34,0.0,0,0.0,0,0.0
last_flow,simple,431,431,34,35,0.0,0,0.0,0,0.0
last_flow,simple,431,431,35,36,0.0,0,0.0,0,0.0
last_flow,simple,431,431,36,37,0.0,0,0.0,0,0.0
last_flow,simple,431,431,37,38,0.0,0,0.0,0,0.0
last_flow,simple,431,431,38,39,0.0,0,0.0,0,0.0
last_flow,simple,431,431,39,40,0.0,0,0.0,0,0.0
last_flow,simple,431,431,40,41,0.0,0,0.0,0,0.0
last_flow,simple,431,431,41,42,-1.7668633,1,1.0,1,-1.6678964
last_flow,simple,431,431,42,43,0.0,0,0.0,0,0.0
last_flow,simple,431,431,43,44,0.0,0,0.0,0,0.0
last_flow,simple,431,431,44,45,0.0,0,0.0,0,0.0
last_flow,simple,431,431,45,46,0.0,0,0.0,0,0.0
last_flow,simple,431,431,46,47,0.0,0,0.0,0,0.0
last_flow,simple,431,431,47,48,0.0,0,0.0,0,0.0
last_flow,simple,431,431,48,49,0.0,0,0.0,0,0.0
last_flow,simple,431,431,49,50,0.0,0,0.0,0,0.0
last_flow,simple,431,431,50,51,0.0,0,0.0,0,0.0
last_flow,simple,431,431,51,52,0.0,0,0.0,0,0.0
last_flow,simple,431,431,52,53,1.6363658,1,1.0,1,1.5197109
last_flow,simple,431,431,53,54,0.0,0,0.0,0,0.0
last_flow,simple,431,431,54,55,0.0,0,0.0,0,0.0
last_flow,simple,431,431,55,56,0.0,0,0.0,0,0.0
last_flow,simple,431,431,56,57,0.34405345,1,0.0,0,0.0
last_flow,simple,431,431,57,58,0.0,0,0.0,0,0.0
last_flow,simple,431,431,58,59,0.0,0,0.0,0,0.0
last_flow,simple,431,431,59,60,0.0,0,0.0,0,0.0
last_flow,simple,431,431,60,61,0.0,0,0.0,0,0.0
last_flow,simple,431,431,61,62,0.0,0,0.0,0,0.0
last_flow,simple,431,431,62,63,0.0,0,0.0,0,0.0
last_flow,simple,431,431,63,64,0.0,0,0.0,0,0.0
last_flow,simple,431,431,64,65,0.0,0,0.0,0,0.0
last_flow,simple,431,431,65,66,0.0,0,0.0,0,0.0
last_flow,simple,431,431,66,67,0.0,0,0.0,0,0.0
last_flow,simple,431,431,67,68,0.0,0,0.0,0,0.0
last_flow,simple,431,431,68,69,0.0,0,0.0,0,0.0
last_flow,simple,431,431,69,70,0.0,0,0.0,0,0.0
last_flow,simple,431,431,70,71,1.3321948,1,1.0,1,1.3686037
last_flow,simple,431,431,71,72,0.0,0,0.0,0,0.0
last_flow,simple,431,431,72,73,-1.2324955,1,1.0,1,-1.1570957
last_flow,simple,431,431,73,74,0.0,0,0.0,0,0.0
