"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",449,449,1000,100,600,200,200,10,1,12345,2000,1,8000,0.5,0.5,7.10075,0.0710075,7,"2;15;34;35;36;40;58;60;62;78","15;35;40;58;60;62;78",1,0.7,0.823529411764706,0,7,0,3,90,7,0.95,0.983333333333333
