method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,4,3;10;21;22;36;38;68;69;73;93,21;22;36;69,25,600,1,0.8,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.8311111111111111,0.6335516657255789,-1,-1,0.8,0.8,1e-05,0.95,0.9,300,1,1200,1200,0.1,1.2938151105857056,1.2938151105857056,1.2314177695526176,1.190803183817824,0.0623973410330881,0.07360143638181062,1.0527978524203,1.0477971072146515,1.0527978524203,1.0477971072146515,0.684700060464692,1.1222465277809266,1.8125735080096075,2.7337821816757466,0.06877117604017258,0.09261808390688149,0.01848696917295456,0.048475079238414764
