method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,478,478,160,100,10,1.0,0.5,7,7;21;34;56;62;73;77;81;83;98,34;37;56;62;73;81;83,131,0.8571428571428571,0.6,0.7058823529411764,0.14285714285714285,6,1,4,89,7,0.8472222222222222,0.7648091491841491
