"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","weak_signal",441,441,160,100,96,32,32,10,1,12345,2000,1,8000,0.5,0.5,1.028125,0.01028125,0,"27;30;35;40;44;48;49;76;84;95","",0,0,0,0,0,0,10,90,0,0.880555555555556,0.583276931321294
