support_idx,support_size,loss,loss_ema,log_grad_ema,val_mse,val_rmse,val_mae,val_r2,val_heldout_loglik,val_nll,dS,churn,pred_improve_rel,loss_improve_rel,grad_slope,expected_support_soft,softgate_entropy,beta_soft_sd_mean,beta_soft_abs_mean,softgate_churn,softgate_mean,softgate_sd,softgate_q05,softgate_q25,softgate_q50,softgate_q75,softgate_q95,softgate_mean_j_q05,softgate_mean_j_q25,softgate_mean_j_q50,softgate_mean_j_q75,softgate_mean_j_q95,softgate_mean_j_sum,softgate_sd_j_median,softgate_sd_j_q90,gate_entropy_mean,gate_entropy_median,gate_entropy_q90,beta_abs_mean,beta_abs_median,beta_abs_q75,beta_abs_q90,beta_abs_q95,beta_mean_abs_j_median,beta_mean_abs_j_q90,beta_mean_abs_j_q95,beta_soft_sd_j_mean,beta_soft_sd_j_median,beta_soft_sd_j_q75,beta_soft_sd_j_q90,beta_soft_sd_j_q95,beta_l2_draw_mean,beta_l2_draw_sd,pip_hard_mean,pip_hard_q50,pip_hard_q75,pip_hard_q90,pip_hard_q95,expected_support_softgate,expected_support_hard,ckpt_id,stage,is_warmup,epoch,epoch_in_stage,tau,lr,grad_norm,log_grad,lasso_recovery_score,alert,best_so_far
"[1, 2, 8, 11, 15, 19, 24, 27, 30, 35, 41, 45, 47, 55, 56, 63, 64, 66, 70, 73, 79, 82, 83, 84, 85, 88, 93, 94]",28,1392.83947754,1392.83947754,7.93127143,13.20383835,3.63370862,2.97246695,-0.00438884,-5.82279778,5.82279778,0,0.0,0.0,0.0,0.0,49.79206467,0.6905356,0.04114219,0.03284843,0.0,0.4979206,0.03603041,0.43777204,0.47353587,0.49869263,0.52273321,0.55603778,0.49517417,0.49716923,0.49794012,0.49890268,0.50022453,49.79206848,0.03592632,0.03791519,0.6905356,0.69193625,0.69310576,0.03284842,0.02765324,0.04733605,0.06755925,0.08070906,0.0023463,0.0047356,0.00551565,0.04114219,0.04108132,0.04238302,0.04334854,0.04405965,0.41075233,0.03443107,0.48593751,0.48632812,0.50488281,0.51953125,0.52734375,49.79206848,48.59375,0,0,True,1,1,0.8,1e-05,2782.96289062,7.93127143,11.1867894,False,True
"[0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 43, 44, 45, 47, 48, 49, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 67, 68, 69, 70, 71, 72, 73, 74, 76, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 92, 94, 95, 96, 97, 99]",79,1267.39135742,1313.45422757,7.90912813,12.75604057,3.57155996,2.90810418,0.02967421,-5.27394772,5.27394772,51,0.71084337,0.03391421,0.09006646,-0.02214329,51.179142,0.69002515,0.04417939,0.04166664,0.01516515,0.51179147,0.03764514,0.45047036,0.48618531,0.5114063,0.53713405,0.57494926,0.4927797,0.50506377,0.5158636,0.51882243,0.52436882,51.17914581,0.03618246,0.03776821,0.69002509,0.69173443,0.69310081,0.04166664,0.03536139,0.06032446,0.08554444,0.10146951,0.02789813,0.03096722,0.03137845,0.04417939,0.04422639,0.04569738,0.04681456,0.04763936,0.51949036,0.04048898,0.61773437,0.65820312,0.69921875,0.7265625,0.7421875,51.17914581,61.7734375,1,0,True,25,25,0.8,1e-05,2717.13330078,7.90733267,10.89906849,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40, 41, 43, 44, 45, 47, 48, 49, 53, 54, 55, 56, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",88,1125.89550781,1178.29197501,7.94218884,12.4408865,3.52716409,2.85588717,0.05364734,-4.72927189,4.72927189,9,0.10227273,0.02470626,0.11164338,0.03306071,54.66379547,0.68444115,0.05015589,0.06660113,0.03504855,0.54663795,0.04636514,0.465617,0.51609695,0.5494073,0.57908136,0.61869901,0.49306294,0.52913034,0.56059605,0.56479764,0.57141483,54.66379547,0.03827431,0.04018236,0.68444121,0.6877014,0.69292206,0.06660113,0.06112975,0.0950989,0.12744886,0.14669348,0.06382146,0.07038918,0.07206739,0.05015589,0.0503682,0.05234074,0.05438408,0.05550312,0.79531199,0.05927391,0.83718753,0.9375,0.953125,0.96484375,0.96875,54.66379547,83.71875,2,0,True,50,50,0.8,1e-05,2872.54248047,7.9629528,10.35027425,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 47, 48, 49, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",91,954.4251709,1017.9520176,7.97118205,12.70630074,3.56458984,2.87844157,0.03345782,-4.58095026,4.58095026,3,0.03296703,0.0,0.15229685,0.02899321,59.405159,0.66649711,0.05956944,0.10953572,0.04777528,0.5940516,0.06535874,0.46980155,0.55459243,0.60510683,0.64084172,0.68472773,0.49165583,0.56386268,0.62181902,0.6280942,0.63261437,59.40516663,0.04174044,0.0449064,0.66649717,0.67077464,0.69211394,0.10953572,0.10625249,0.15087405,0.19247717,0.21746559,0.11850455,0.13036069,0.13119249,0.05956944,0.06163726,0.06397049,0.06592964,0.06648692,1.25440395,0.08845554,0.89367187,0.99609375,1.0,1.0,1.0,59.40516663,89.3671875,3,0,True,75,75,0.8,1e-05,2883.95410156,7.96691758,9.47797426,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",96,764.04425049,833.76886947,7.87014051,14.78036785,3.8445244,3.15633154,-0.1243122,-4.82996798,4.82996798,5,0.05208333,0.0,0.19947181,-0.10104154,65.9833374,0.62291694,0.07382408,0.18290013,0.06578178,0.65983343,0.09127287,0.47610289,0.60941708,0.6885134,0.72587591,0.76682222,0.49908543,0.62911129,0.70580256,0.71123642,0.71709698,65.98334503,0.04204234,0.04879302,0.62291694,0.62028426,0.69098228,0.18290013,0.18209365,0.2474733,0.30455422,0.33877614,0.2002739,0.2378771,0.24142735,0.07382409,0.07779172,0.08106163,0.08404696,0.08753326,2.04794836,0.13187096,0.9158594,1.0,1.0,1.0,1.0,65.98334503,91.5859375,4,0,True,100,100,0.8,1e-05,2377.09838867,7.77363586,8.15963076,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",92,619.86114502,665.89305236,7.40166333,20.64997673,4.54422455,3.70955896,-0.57080128,-5.62383413,5.62383413,-4,0.04166667,0.0,0.18871041,-0.46847718,71.58338928,0.56393617,0.09020524,0.27424756,0.05735226,0.7158339,0.11815809,0.47328895,0.65893781,0.76091003,0.79931319,0.83963656,0.49530527,0.67505062,0.77626789,0.78832573,0.79785293,71.58338928,0.04064561,0.05535904,0.56393617,0.55001444,0.6898846,0.27424756,0.268433,0.38627005,0.48827228,0.54373723,0.29019317,0.42907125,0.46144107,0.09020523,0.09366476,0.10436795,0.1101734,0.11343825,3.16006613,0.18812059,0.91703123,1.0,1.0,1.0,1.0,71.58338928,91.703125,5,0,True,125,125,0.8,1e-05,1375.35095215,7.22646422,6.62449606,False,True
"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 43, 44, 45, 46, 47, 48, 49, 53, 54, 56, 57, 58, 59, 60, 61, 62, 63, 64, 67, 68, 69, 70, 71, 72, 73, 74, 76, 77, 79, 80, 81, 82, 83, 84, 85, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]",86,529.94073486,559.55451829,6.88707006,24.57201004,4.95701624,4.14693594,-0.8691423,-5.83930063,5.83930063,-6,0.06521739,0.0,0.14506541,-0.51459328,70.03448486,0.56908953,0.09332217,0.29485431,0.02110422,0.70034486,0.13421322,0.42311853,0.63472795,0.75054026,0.79559314,0.84327108,0.44922099,0.64403695,0.76260006,0.78128088,0.80871153,70.03449249,0.04307288,0.05802421,0.56908953,0.56170356,0.68904448,0.29485428,0.25844249,0.43224457,0.59105712,0.68626505,0.25104246,0.57169253,0.59936166,0.09332217,0.08996331,0.10692882,0.12543964,0.13506804,3.61231923,0.23398587,0.86359376,1.0,1.0,1.0,1.0,70.03449249,86.359375,6,0,True,150,150,0.8,1e-05,819.84057617,6.7091099,5.40915072,False,True
"[0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 43, 44, 45, 47, 48, 49, 53, 54, 56, 58, 59, 60, 61, 62, 63, 64, 67, 68, 69, 70, 71, 72, 73, 74, 76, 79, 80, 81, 82, 83, 85, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]",79,479.3196106,496.54825407,6.39389926,22.27698517,4.71985012,4.05076265,-0.69456447,-4.72127628,4.72127628,-7,0.08139535,0.09339996,0.09552224,-0.4931708,65.53525543,0.59560013,0.09243452,0.29386699,0.04622237,0.65535247,0.14857177,0.35758668,0.57059467,0.70694298,0.76146352,0.8255415,0.38065395,0.56246865,0.72290117,0.74412453,0.79952258,65.53525543,0.04617796,0.05599442,0.59560013,0.60308802,0.68622053,0.29386699,0.24026504,0.4218947,0.60588247,0.74033242,0.23736036,0.56319296,0.69459909,0.09243452,0.08797479,0.10194232,0.11714579,0.13762371,3.74377704,0.22357716,0.80011719,1.0,1.0,1.0,1.0,65.53525543,80.01171875,7,0,True,175,175,0.8,1e-05,509.60629272,6.23363845,4.27659277,False,True
"[0, 1, 2, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 28, 29, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 43, 44, 45, 47, 48, 49, 53, 54, 56, 58, 59, 60, 61, 62, 63, 64, 68, 69, 70, 71, 72, 73, 74, 76, 79, 81, 82, 83, 85, 87, 88, 89, 90, 92, 93, 94, 95, 96, 97, 98, 99]",73,436.58111572,451.36290136,5.9998666,15.48446941,3.93503106,3.32935238,-0.17787176,-3.88699508,3.88699508,-6,0.07594937,0.3049118,0.08916492,-0.39403266,58.52810669,0.62342435,0.08938622,0.27235141,0.07085281,0.58528107,0.16109604,0.27949157,0.47921315,0.62664777,0.69975305,0.79648191,0.30630553,0.48844057,0.64597642,0.67655373,0.7727946,58.52811432,0.0585387,0.06427609,0.62342435,0.64059377,0.688411,0.27235141,0.20295043,0.37316537,0.56340957,0.75574565,0.20002237,0.51736498,0.77833104,0.08938623,0.08460831,0.0993814,0.11061844,0.13526532,3.73975062,0.26528585,0.73105466,0.99023438,1.0,1.0,1.0,58.52811432,73.10546875,8,0,True,200,200,0.8,1e-05,409.09793091,6.01395457,3.53317772,False,True
"[0, 1, 2, 6, 7, 10, 12, 13, 14, 15, 16, 17, 18, 20, 23, 24, 26, 28, 30, 31, 32, 33, 35, 36, 37, 38, 40, 41, 43, 44, 45, 47, 48, 53, 54, 56, 59, 60, 61, 62, 63, 64, 68, 70, 72, 73, 74, 76, 79, 81, 82, 83, 85, 87, 88, 90, 92, 93, 94, 95, 96, 97, 98]",63,399.20147705,413.49528921,5.85251562,11.10287571,3.33209779,2.69599771,0.15542707,-3.05426311,3.05426311,-10,0.1369863,0.28296699,0.085619,-0.14735098,51.80190277,0.63227087,0.08969688,0.25333318,0.06794139,0.51801902,0.16858767,0.22651796,0.39742792,0.53870386,0.63470381,0.77872783,0.24872169,0.4087421,0.56291044,0.6079098,0.7550317,51.80190659,0.07169148,0.07777004,0.63227099,0.6618582,0.69196326,0.25333318,0.17513557,0.33071122,0.52903408,0.77338612,0.18013564,0.46059108,0.79379743,0.08969688,0.08504293,0.09714457,0.10966078,0.14232828,3.73645067,0.28301391,0.58730471,0.7890625,0.92675781,0.98945308,1.0,51.80190659,58.73046875,9,0,True,225,225,0.8,1e-05,350.05545044,5.85809157,2.90217462,False,True
