"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",498,498,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,8.942625,0.08942625,5,"3;10;21;22;36;38;68;69;73;93","21;22;36;68;69",1,0.5,0.666666666666667,0,5,0,5,90,5,0.846666666666667,0.723077983178311
