"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",432,432,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,8.744375,0.01748875,8,"59;139;144;187;267;340;367;381;420;463","139;144;187;267;340;404;420;463",0.875,0.7,0.777777777777778,0.125,7,1,3,489,8,0.979183673469388,0.806547619047619
