stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,11,275,2.7793257236480713,14,13,2.0044822078908293
1,0.8,31,750,2.239784002304077,6,49,0.7234948633160301
