config_id,seed,j0,j1,beta_true,truth,selected_last,selected_mcmc,pip_last,pip_mcmc,pip_absdiff,pip_js,softgate_last,softgate_absdiff,softgate_js,mean_last,mean_mcmc,sd_last,sd_mcmc,mean_zerr,sd_logerr,sd_ratio,moment_score,beta_skl,zero_beta_score,group
default,426,68,69,1.9748428,1,1,1,1.0,1.0,0.0,0.0,0.9989386051575001,0.0010613948424998965,0.00036793291643625383,1.97737296195,1.802345031585561,0.11244829927602494,0.11430364664409413,1.5312539904949969,0.016364918973549074,0.9837681713556532,1.547618909468546,1.1646897542009147,0.17794467257500818,true_nonzero
default,458,72,73,-1.9809442,1,1,1,1.0,1.0,0.0,0.0,0.9987311740175,0.0012688259824999992,0.00043988265133640864,-1.8940319848,-2.0196321955077092,0.11097303726548641,0.1155810173661984,1.0866853632453601,0.04068446523947183,0.9601319506694436,1.127369828484832,0.6182768409832456,0.13147701679092122,true_nonzero
default,460,43,44,-1.7082644,1,1,1,0.99975,1.0,0.00024999999999997247,8.659904290186536e-05,0.998625337565,0.0013746624349999514,0.00047659737671976605,-1.965750256375,-1.7561429541694737,0.11539584600223447,0.11612867459555713,1.8049571726014837,0.006330482624188809,0.9936894265540429,1.8112876552256725,1.6732473328208297,0.21171479323384887,true_nonzero
default,462,38,39,1.9838465,1,1,1,1.0,1.0,0.0,0.0,0.9984551755300001,0.001544824469999928,0.0005356326265541264,2.231510610275,2.1154381337777903,0.1254209014772561,0.11282758775239103,1.0287596191841268,0.10581440242324607,1.111615455577651,1.134574021607373,0.49676885394627546,0.13021061469207462,true_nonzero
default,417,30,31,-1.8226628,1,1,1,1.0,1.0,0.0,0.0,0.9983930169349999,0.0016069830650000672,0.0005571994745684828,-1.671517142125,-1.8817230292062315,0.11166261752060015,0.13393063638102184,1.5695129737760902,0.1818400306020923,0.8337346271213315,1.7513530043781826,1.9536858954570206,0.2340808890066533,true_nonzero
default,438,79,80,0.0,0,0,0,0.0,0.048625,0.048625,0.01715500695057333,0.04557634238475,0.00304865761525,2.5889608060268446e-05,-0.038842448523655,-0.22399751641205376,0.020448914859196764,0.17853125898545705,1.0371016177758825,2.166833455282881,0.11453968246236187,3.203935073058764,,0.34628606962990904,true_zero
default,493,25,26,0.0,0,0,0,0.0,0.090125,0.090125,0.03229848401687255,0.09375007644325001,0.003625076443250011,1.967711094879557e-05,-0.0805465276669425,-0.25522468899240514,0.04502166039669223,0.1876238634429723,0.931001786286837,1.427295347407971,0.2399569925219374,2.358297133694808,,0.3209054408149927,true_zero
default,483,77,78,0.0,0,0,0,0.0,0.008625,0.008625,0.002998466454542262,0.0152239288399619,0.006598928839961899,0.000467995805141363,0.00015940336512793003,0.1361907181002637,0.013003876145824298,0.153961360965513,0.8835418513232549,2.4714534859785053,0.08446194044827737,3.3549953373017605,,0.28358772839478635,true_zero
default,403,6,7,0.0,0,0,0,0.0,0.03225,0.03225,0.01130906620155096,0.039594203138675,0.007344203138675003,0.00019501014492364732,-0.010960328141276425,-0.1694727456812408,0.02021060945051584,0.1757445704651622,0.9019476852168778,2.162823511962413,0.11499990154474314,3.0647711971792906,,0.3213905816932857,true_zero
default,424,85,86,0.0,0,0,0,0.00175,0.000125,0.0016250000000000001,0.0004205339695550753,0.00913915318196251,0.00901415318196251,0.002889738936706492,0.0046284286275973105,-0.0008117697507468308,0.020918685021129715,0.029690756432918124,0.18322862734565848,0.35019284519246047,0.7045518703059545,0.533421472538119,,0.02322642297209506,true_zero
