stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,4.131080627441406,17,13,2.133823178216512
1,0.8,27,650,1.1537768840789795,9,49,0.6601011585976875
