stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.0388202667236328,9,13,1.7919258748632478
1,0.8,34,825,1.0435584783554077,7,49,0.5390564448010324
