method,N,D_SKL_A,D_SKL_A_ci_low,D_SKL_A_ci_high,D_JS_0,D_JS_0_ci_low,D_JS_0_ci_high,Normalized_L1_PIP,Normalized_L1_PIP_ci_low,Normalized_L1_PIP_ci_high,RMSE_PIP,RMSE_PIP_ci_low,RMSE_PIP_ci_high,AUROC,AUROC_ci_low,AUROC_ci_high,AUPRC,AUPRC_ci_low,AUPRC_ci_high,MCMC_AUROC,MCMC_AUROC_ci_low,MCMC_AUROC_ci_high,MCMC_AUPRC,MCMC_AUPRC_ci_low,MCMC_AUPRC_ci_high,MCMCBR,MCMCBR_ci_low,MCMCBR_ci_high,BR,BR_ci_low,BR_ci_high,Time_s,Time_s_ci_low,Time_s_ci_high,MH_Time_s,MH_Time_s_ci_low,MH_Time_s_ci_high,BRREL,BRREL_ci_low,BRREL_ci_high
Semantic-Affine,100,0.3712735940114809,0.3314665706663474,0.41207425202231185,0.0023822023165316567,0.002241636408782157,0.002524828608898354,0.03495085,0.03374630375,0.03616952625,0.10847589641789131,0.10394808222497183,0.11283922645057023,0.995411111111111,0.9920218055555555,0.9981166666666665,0.9880109839362128,0.9822696089241912,0.9931239564711603,0.9976055555555554,0.9945555555555555,0.9995444444444443,0.9932182016813595,0.9880580677765218,0.9970987391993971,0.008651375940624999,0.007140686030273438,0.010291490837968749,0.025040021337500003,0.023041726556093756,0.027052766547187506,3076.3532924294473,2854.367860555649,3327.99566455698,401.41236000000004,396.8542550000001,406.25212650000003,2.8943397569763962,2.557286307346054,3.332524494280221
RAT-Flow,100,0.3705762621605971,0.32883224060201743,0.412535613776662,0.001963618730848886,0.0018552704215112634,0.0020661140257253823,0.034245374999999995,0.032971241875,0.03547399625,0.1100448314812402,0.10552768293899185,0.11437750394564558,0.9963222222222221,0.9938776388888889,0.9982888888888888,0.9885376528435427,0.9828437605289235,0.9934674105694328,0.9976055555555554,0.9946941666666667,0.9995499999999998,0.9932182016813595,0.9881738478298018,0.9971253590159839,0.008651375940624999,0.007149492429882812,0.01028198624957031,0.0254554154125,0.023528717032031257,0.02748410099296875,1796.058636841774,1618.1647398051023,2006.7094069601299,401.41236000000004,396.76692125,406.1600042500001,2.9423545557611073,2.5909927623959264,3.3613305500960133
