stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_lasso_recovery_score
0,0.8,12,300,1.3043437004089355,8,13,1.747408736288627
1,0.8,31,750,1.191473364830017,7,49,0.6878047285887781
