method,setting,seed,replicate_id,j0,j1,beta_true,truth,pip,selected,effect_mean,effect_sd,effect_hard_mean,effect_hard_sd
last_flow,simple,461,461,0,1,0.0,0,0.0,0,-0.22428773,0.0052224267,0.0,0.0
last_flow,simple,461,461,1,2,0.0,0,0.0,0,-0.33239686,0.008548169,0.0,0.0
last_flow,simple,461,461,2,3,0.0,0,0.0,0,-0.3254024,0.038620554,0.0,0.0
last_flow,simple,461,461,3,4,0.0,0,0.0,0,0.29270515,0.026467646,0.0,0.0
last_flow,simple,461,461,4,5,0.0,0,0.0,0,-0.115430646,0.039787985,0.0,0.0
last_flow,simple,461,461,5,6,-1.5055814,1,1.0,1,-1.3983326,0.011950992,-1.3983326,0.011950992
last_flow,simple,461,461,6,7,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,461,461,7,8,0.0,0,0.0,0,-0.16563345,0.061189886,0.0,0.0
last_flow,simple,461,461,8,9,0.0,0,0.0,0,-0.058950275,0.025782134,0.0,0.0
last_flow,simple,461,461,9,10,0.0,0,0.0,0,-0.220834,0.1097814,0.0,0.0
last_flow,simple,461,461,10,11,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,461,461,11,12,0.0,0,0.0,0,0.03721871,0.027064187,0.0,0.0
last_flow,simple,461,461,12,13,0.0,0,0.0,0,-0.20242314,0.011402482,0.0,0.0
last_flow,simple,461,461,13,14,0.0,0,0.0,0,-3.6153793e-22,7.0814456e-21,0.0,0.0
last_flow,simple,461,461,14,15,0.0,0,0.0,0,-9.51e-42,0.0,0.0,0.0
last_flow,simple,461,461,15,16,0.0,0,0.0,0,0.08882774,0.00944308,0.0,0.0
last_flow,simple,461,461,16,17,0.0,0,0.0,0,0.48223576,0.069005035,0.0,0.0
last_flow,simple,461,461,17,18,0.0,0,0.0,0,0.25472432,0.03134151,0.0,0.0
last_flow,simple,461,461,18,19,0.0,0,0.0,0,0.19358855,0.021784153,0.0,0.0
last_flow,simple,461,461,19,20,0.0,0,0.0,0,-0.26141727,0.12527737,0.0,0.0
last_flow,simple,461,461,20,21,0.0,0,0.0,0,9.317138e-29,0.0,0.0,0.0
last_flow,simple,461,461,21,22,0.0,0,0.0,0,2.74743e-18,1.1621618e-16,0.0,0.0
last_flow,simple,461,461,22,23,0.0,0,0.0,0,1.041843e-18,8.321086e-18,0.0,0.0
last_flow,simple,461,461,23,24,0.0,0,0.0,0,1.71086e-40,0.0,0.0,0.0
last_flow,simple,461,461,24,25,0.0,0,0.0,0,0.15015317,0.042492706,0.0,0.0
last_flow,simple,461,461,25,26,0.0,0,0.0,0,-0.09057912,0.040156826,0.0,0.0
last_flow,simple,461,461,26,27,0.0,0,0.0,0,-0.1930174,0.041240603,0.0,0.0
last_flow,simple,461,461,27,28,0.0,0,0.0,0,0.058516633,0.010216132,0.0,0.0
last_flow,simple,461,461,28,29,0.0,0,0.0,0,0.39947513,0.0786254,0.0,0.0
last_flow,simple,461,461,29,30,1.033908,1,1.0,1,1.3621157,0.07947531,1.3621157,0.07947531
last_flow,simple,461,461,30,31,0.0,0,0.0,0,0.045279957,0.009005254,0.0,0.0
last_flow,simple,461,461,31,32,0.0,0,0.0,0,-0.13408619,0.005495967,0.0,0.0
last_flow,simple,461,461,32,33,0.0,0,0.0,0,3.1163192e-31,0.0,0.0,0.0
last_flow,simple,461,461,33,34,0.0,0,0.0,0,0.05621154,0.029718721,0.0,0.0
last_flow,simple,461,461,34,35,0.0,0,0.0,0,-0.079757996,0.07454463,0.0,0.0
last_flow,simple,461,461,35,36,0.0,0,0.0,0,-0.19900277,0.0762111,0.0,0.0
last_flow,simple,461,461,36,37,0.0,0,0.0,0,1.7538063e-22,4.0560135e-21,0.0,0.0
last_flow,simple,461,461,37,38,0.0,0,0.0,0,0.0,0.0,0.0,0.0
last_flow,simple,461,461,38,39,0.0,0,0.0,0,-0.17242032,0.0059279813,0.0,0.0
last_flow,simple,461,461,39,40,0.0,0,0.0,0,-0.17769262,0.053234596,0.0,0.0
last_flow,simple,461,461,40,41,0.0,0,0.0,0,-0.020971846,0.026873311,0.0,0.0
last_flow,simple,461,461,41,42,0.0,0,0.0,0,-0.10893289,0.108959995,0.0,0.0
