"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","simple",466,466,100,500,60,20,20,10,1,12345,2000,1,8000,0.5,0.5,7.38425,0.0147685,6,"1;48;57;73;217;274;345;413;433;454","48;57;274;345;413;433",1,0.6,0.75,0,6,0,4,490,6,0.986326530612245,0.867433930093777
