variable,mean,sd,rhat,ess,mcse
prediction_0,0.09837010260051156,0.28149192138357426,1.0019311177496406,4466.573149522922,0.004211906386171058
prediction_1,-0.024582451712628062,0.2349464644312199,1.0020377968644132,1436.294410645028,0.006199364596061687
prediction_2,3.4771412873089313,0.4591528720235452,1.0006427276053165,2710.752866685685,0.008818857850183567
prediction_3,0.39649943591863723,0.2332278421744893,1.0021723796277853,3787.926914782829,0.0037894798201653372
prediction_4,-0.0304464610465262,0.2164146675755889,1.000672940428435,2636.5998466128194,0.004214679750446993
prediction_5,0.3160065972485567,0.27140316280033616,1.0005108520538908,1862.2922370632662,0.006289136024301009
prediction_6,1.9334457236617804,0.31732017564103826,1.0021504463501565,1560.7408282853069,0.00803215887674361
prediction_7,1.8614808415591717,0.3010641006553487,1.0002233885697354,4681.7919496733175,0.004400002440734807
prediction_8,-0.017015096315739903,0.2263583933437377,1.0008114384020816,1954.3813492447844,0.005120259216468531
prediction_9,2.3572075330406426,0.308786847655511,1.0010067055845069,4829.746979286183,0.004443207588402311
prediction_10,1.1044112405695021,0.22248736818000303,1.0002843008134683,3326.093811138853,0.0038577858133047906
prediction_11,3.153540018311143,0.42406601716241554,1.0015054342861196,3087.2952439431633,0.007632105927763729
prediction_12,2.303393118876219,0.26684442886324433,1.0011583036656524,5581.456525991404,0.00357177725130859
prediction_13,2.5297712714016436,0.35573638125609386,1.0008795296654323,4063.9575077737236,0.005580250610918361
prediction_14,0.8456174984015524,0.24658136298978656,1.0009363117202446,4578.083021185474,0.0036443360470342495
prediction_15,2.1533822296261786,0.274383674666749,1.0010401807619727,4665.953746617875,0.004016872559529005
prediction_16,0.10420519344200602,0.2985743354152436,1.0007989780697693,2240.393263128735,0.0063079805457021505
prediction_17,5.16572023191452,0.4419133083846807,1.001715325346665,2471.8986404202114,0.008888362355963637
prediction_18,0.028355387899615926,0.25399753959183347,1.0013795250643103,2277.640786429731,0.005322147347200474
prediction_19,0.19197246495358686,0.23079192812250754,1.0014272807771774,2616.913102188014,0.004511551971291998
prediction_20,0.4695594488710047,0.2640375190957102,1.0013172528501872,2017.5099933922047,0.005878381883114244
prediction_21,-0.00937064130780982,0.2850862095067378,1.0010137801240537,2390.6792636402984,0.005830630933570125
prediction_22,2.3535961985886096,0.2739201798744799,1.0014353414408315,5621.639865094219,0.003653360408783113
prediction_23,2.3423155678242447,0.28868808092803283,1.0017539236556876,5965.19527989955,0.003737803968179586
prediction_24,-0.12643980618009645,0.208726024739956,1.001935189679103,2065.1258854549696,0.0045930728810989205
prediction_25,0.2042781111330538,0.26392976555438735,1.0006147595747306,2034.8398080708614,0.005850907866116273
prediction_26,0.6834387567854008,0.32032710196516473,1.0004145922680758,3005.728940343179,0.005842769831769095
prediction_27,5.053028647884727,0.6538086466647995,1.0027851393349803,998.1786299663987,0.02069409916889984
prediction_28,1.022910226400859,0.2821841292356815,1.0031295953441424,1482.15059284898,0.007329703689770895
prediction_29,2.1279923389434816,0.3422675869267432,1.0005029744999467,3762.763678065794,0.005579718658354652
prediction_30,-0.0926073763347913,0.22270951657731144,1.001722722671355,1808.499773013141,0.005236963486899129
prediction_31,2.411304377216101,0.3265915938262902,1.0008196394301512,4674.41070708905,0.004776849605452615
prediction_32,3.2009012971758843,0.3553114472867676,1.0001363428660202,5222.284898691713,0.004916758975299261
prediction_33,0.8790408116695471,0.2755096721256094,1.0009404232043948,5016.09410770995,0.0038900395072715443
prediction_34,0.6816741111920215,0.30445553186066815,1.0023853769473967,1783.694642260026,0.007208810604483697
prediction_35,4.6304051005005835,0.4463461280264978,1.002635630206965,962.7109164414012,0.014385462309343539
prediction_36,-0.22067958030620777,0.2292860249869147,1.0025957601915576,2595.2285927365147,0.004500800639717325
prediction_37,-0.0058162792815097415,0.23627800293303697,1.0014758016604584,1628.8913349163363,0.005854330480125097
prediction_38,1.224730465950817,0.3164691383486466,1.0020117887835753,1573.2629936790186,0.007978673638321825
prediction_39,0.12810476691756503,0.28420859739837484,1.000805832413498,2528.2702097142687,0.005652303427029577
prediction_40,4.776847766447068,0.44034686674432333,1.0026390426439664,1059.7328137402637,0.013526851411205429
prediction_41,2.4495709077596666,0.308478671597542,1.0015465551097424,4348.676683767225,0.004677853128919557
prediction_42,-0.13540318824932893,0.20886173462678628,1.001721830649932,2516.430565782864,0.00416357512024962
prediction_43,2.76884322013855,0.39101131159621527,1.0011693936267874,3106.742694054656,0.007015145425280449
prediction_44,1.727029415819049,0.306748562067815,1.003126248583658,1292.8009821932774,0.008531329168708015
prediction_45,4.669953284358979,0.4089618792253179,1.0002640847283366,2348.407571270264,0.008439099197623206
prediction_46,3.749847412055731,0.5969217651153569,1.0033098018447297,1591.5853838079236,0.014962440742993894
prediction_47,2.187585341766477,0.2601732389440986,1.0018814872893218,4579.190115050532,0.0038447515997187395
