stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,1.2,12,300,15.327871322631836,64,13,3.892538848139428,3.4282104618471845,0.4643283862922436,1.5620465588627013,5.84149576750391,13.25590044312946,0.5598655045032501,0.16407212615013123
1,1.2,31,750,6.931362628936768,6,49,1.5052850814714578,1.3540370382519824,0.1512480432194755,1.1597991405007684,1.3074492543277865,5.930995068699947,0.16205532103776932,0.05915616452693939
