method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,6,12;18;25;31;38;49;52;81;89;97,18;31;38;49;81;97,31,750,1,1.2,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8200000000000001,0.6749549549549549,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,1.5052850814714578,1.5052850814714578,1.3540370382519824,1.256112107425127,0.1512480432194755,0.23168033921395934,1.1597991405007684,1.0831364801776482,1.1597991405007684,1.0831364801776482,1.3074492543277865,1.5144000442581542,5.930995068699947,5.676545295103346,0.16205532103776932,0.1715951685748622,0.05915616452693939,0.08353102207183838
