"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",442,442,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,13.625625,0.13625625,11,"13;19;26;31;41;68;79;82;85;98","13;19;26;31;32;41;55;79;85;93;98",0.727272727272727,0.8,0.761904761904762,0.272727272727273,8,3,2,87,11,0.958888888888889,0.845380201630202
