stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,1.2,12,300,14.721522331237793,64,13,3.87232340586394,3.417845083148613,0.45447832271532695,1.5470340260443138,5.874266263837543,13.309092680830748,0.5591543614864349,0.1612331122159958
1,1.0843224043318138,25,600,5.354522228240967,6,13,1.9460619002114181,1.5578058075290606,0.3882560926823574,1.4484932866372762,1.2588245310378465,4.7594553891676865,0.16885603219270706,0.04439479112625122
2,0.9797958971132713,33,775,5.664652347564697,6,13,1.2807303884882717,1.1863992212059618,0.09433116728230995,1.056650499142993,1.1463570822023055,3.189363232046677,0.1251265881061554,0.05429540574550629
3,0.8853455357602574,39,901,5.139943599700928,6,13,2.020226302745319,1.955861995746496,0.06436430699882303,0.937690868322756,2.417902740070523,7.569067150951053,0.10075810551643372,0.06491849571466446
4,0.8000000000000002,52,1201,4.461550235748291,6,13,2.5737101417875548,2.3547448404514193,0.2189653013361353,0.8035395673373127,3.8594802919420994,11.942396144685134,0.08769786357879639,0.07912494242191315
