method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,6,12;18;25;31;38;49;52;81;89;97,18;31;38;49;81;97,33,775,2,0.9797958971132713,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8566666666666667,0.7563636363636363,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,1.2807303884882717,1.2807303884882717,1.1863992212059618,1.1121385787010714,0.09433116728230995,0.17995611150544424,1.056650499142993,0.9988748594448611,1.056650499142993,0.9988748594448611,1.1463570822023055,1.121192504469347,3.189363232046677,3.431453282632014,0.1251265881061554,0.13931897807415575,0.05429540574550629,0.07887350022792816
