method,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc
last_flow,simple,445,445,160,100,10,1.0,0.5,4000,10,26;39;49;51;53;60;67;68;84;93,26;35;39;49;53;60;67;68;84;93,273,0.9,0.9,0.9,0.1,9,1,1,89,10,0.9444444444444444,0.8200000000000001
