stage,tau,best_ckpt_id,best_epoch,best_val_mse,best_support_size,n_evals,best_moment_recovery_score,best_active_mean_zerr_median,best_active_sd_logerr_median,best_active_sd_ratio_median,best_active_marg_skl_median,best_active_joint_skl_median,best_softgate_absdiff_median,best_zero_soft_leakage_median
0,0.8,12,300,12.780139923095703,67,13,3.82095290448173,3.343670404794759,0.47728249968697123,1.5740641842234908,5.426124434134772,12.82234213071634,0.584852784872055,0.15611980855464935
1,0.8,27,650,3.0933704376220703,8,49,1.1545577345619265,1.039114616809778,0.11544311775214834,1.1007424019854397,0.569972939446953,2.462072722988032,0.084080263286829,0.032888613641262054
