"method","setting","seed","replicate_id","n","p","n_train","n_val","n_test","n_active","sigma2","split_seed","burnin","thin","n_kept","beta_eps","pip_threshold","mean_support_size","mean_pip","selected_size","active_idx0","selected_idx0","precision","recall","f1","fdr","tp","fp","fn","tn","support_size","auroc","auprc"
"mcmc","low_snr",464,464,160,100,96,32,32,10,10,12345,2000,1,8000,0.5,0.5,16.23025,0.1623025,9,"12;16;21;23;25;37;46;53;70;82","16;23;25;46;53;61;65;70;82",0.777777777777778,0.7,0.736842105263158,0.222222222222222,7,2,3,88,9,0.876666666666667,0.802393162393162
